participant_id,gerakan,rep,fase,kanal,n_jendela,n_bersih,theta_db,mu_db,beta_db,otot_db,total4_db,theta_m2b_db,mu_m2b_db,beta_m2b_db,detik_bersih,rentang_detik,cakupan,lolos_R1
P08,Ngeed,1,Tahan,Fp1,6,4,3.862,2.431,1.466,1.669,2.299,1.564,0.132,-0.832,2.0,2.25,0.889,True
P08,Ngeed,1,Tahan,Fp2,6,6,0.257,0.32,-0.28,0.33,0.032,0.225,0.288,-0.312,2.25,2.25,1.0,True
P08,Ngeed,1,Tahan,O1,6,5,-1.703,-1.129,-0.377,0.325,-0.834,-0.869,-0.295,0.457,2.0,2.25,0.889,True
P08,Ngeed,1,Tahan,O2,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,1,Tahan,P3,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,1,Tahan,P4,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,1,Tahan,T3,6,4,-3.502,-2.311,-1.091,-1.215,-2.03,-1.471,-0.281,0.939,1.75,2.25,0.778,True
P08,Ngeed,1,Tahan,T4,6,6,5.964,3.91,2.494,3.096,4.068,1.897,-0.157,-1.573,2.25,2.25,1.0,True
P08,Ngeed,1,Tahan,T5,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,1,Tahan,T6,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,2,Berdiri,C3,4,4,2.413,-1.922,4.482,3.32,2.964,-0.551,-4.886,1.518,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,C4,4,4,-3.341,-2.503,-0.583,-0.589,-1.859,-1.482,-0.644,1.276,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,F3,4,4,-7.978,-8.465,-0.894,-2.085,-3.163,-4.816,-5.302,2.269,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,F4,4,4,0.44,-0.633,4.759,3.737,2.334,-1.895,-2.967,2.425,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,F7,4,4,-6.666,-8.544,-5.007,-5.779,-5.972,-0.694,-2.572,0.965,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,F8,4,4,3.112,2.351,8.933,6.923,6.533,-3.421,-4.182,2.4,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,Fp1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Berdiri,Fp2,4,4,1.46,-0.846,5.43,3.853,3.622,-2.162,-4.468,1.808,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,O1,4,4,-3.414,-6.445,-1.752,-2.707,-2.997,-0.416,-3.448,1.245,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,O2,4,4,-2.449,-2.153,5.678,3.909,2.963,-5.412,-5.116,2.715,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,P3,4,4,-0.548,-3.259,2.02,1.013,0.384,-0.933,-3.644,1.636,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,P4,4,4,0.222,-3.012,-2.697,-1.862,-1.712,1.933,-1.301,-0.985,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,T3,4,4,-0.575,-5.452,-0.634,-1.012,-1.428,0.853,-4.024,0.794,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,T4,4,4,5.517,0.027,1.093,-1.17,2.663,2.854,-2.635,-1.57,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,T5,4,4,-12.071,-8.951,-2.582,-3.012,-5.294,-6.777,-3.657,2.712,1.75,1.75,1.0,True
P08,Ngeed,2,Berdiri,T6,4,4,-3.818,-5.312,1.03,-1.753,-0.998,-2.819,-4.314,2.029,1.75,1.75,1.0,True
P08,Ngeed,2,Gerak,C3,2,2,9.132,5.859,4.598,1.485,6.462,2.67,-0.603,-1.864,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,C4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Gerak,F3,2,2,0.166,-5.58,-5.415,-8.472,-3.247,3.413,-2.333,-2.168,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,F4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Gerak,F7,2,2,-0.358,0.282,-3.349,-3.519,-1.312,0.954,1.594,-2.037,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,F8,2,2,0.734,-2.022,-1.459,-4.01,-0.798,1.531,-1.224,-0.662,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,Fp1,2,2,1.145,-2.491,-2.392,-4.448,-1.39,2.535,-1.102,-1.003,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,Fp2,2,2,2.009,-1.099,-3.304,-3.055,-0.836,2.845,-0.263,-2.468,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,O1,2,2,6.566,-2.775,-1.33,-4.938,1.947,4.619,-4.722,-3.277,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,O2,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Gerak,P3,2,1,8.69,2.634,4.705,1.132,5.956,2.734,-3.322,-1.251,1.0,1.25,0.8,True
P08,Ngeed,2,Gerak,P4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Gerak,T3,2,2,2.775,-1.685,-2.034,-1.57,0.073,2.702,-1.758,-2.107,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,T4,2,2,-1.891,-2.222,-2.456,-2.47,-2.265,0.374,0.043,-0.191,1.25,1.25,1.0,True
P08,Ngeed,2,Gerak,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Gerak,T6,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,C3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,C4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,F3,2,1,9.759,14.49,13.493,10.155,13.088,-3.329,1.402,0.406,1.0,1.25,0.8,True
P08,Ngeed,2,Naik,F4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,F7,2,2,3.103,6.487,4.202,4.031,4.586,-1.483,1.901,-0.384,1.25,1.25,1.0,True
P08,Ngeed,2,Naik,F8,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,Fp1,2,2,3.44,6.542,4.809,4.373,5.099,-1.659,1.443,-0.29,1.25,1.25,1.0,True
P08,Ngeed,2,Naik,Fp2,2,2,-1.363,0.493,1.523,0.977,0.646,-2.009,-0.153,0.878,1.25,1.25,1.0,True
P08,Ngeed,2,Naik,O1,2,2,0.08,0.025,0.448,-1.881,0.217,-0.137,-0.192,0.231,1.25,1.25,1.0,True
P08,Ngeed,2,Naik,O2,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,P4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,T3,2,2,-2.622,3.586,4.122,2.288,2.761,-5.383,0.825,1.361,1.25,1.25,1.0,True
P08,Ngeed,2,Naik,T4,2,2,3.244,5.407,6.643,6.296,5.586,-2.342,-0.179,1.057,1.25,1.25,1.0,True
P08,Ngeed,2,Naik,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Naik,T6,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,2,Pasca-Naik,C3,4,4,1.323,-0.558,0.589,0.648,0.511,0.812,-1.069,0.078,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,C4,4,1,-1.118,1.754,0.967,-2.104,0.561,-1.679,1.193,0.406,1.0,1.75,0.571,False
P08,Ngeed,2,Pasca-Naik,F3,4,4,-3.376,-1.353,-0.828,-2.535,-1.546,-1.83,0.193,0.718,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,F4,4,4,-0.719,3.038,5.03,2.506,3.014,-3.733,0.024,2.016,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,F7,4,4,-1.819,-0.124,3.049,-0.296,1.411,-3.231,-1.536,1.638,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,F8,4,4,4.73,3.233,9.453,4.669,7.245,-2.515,-4.012,2.208,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,Fp1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pasca-Naik,Fp2,4,4,3.151,3.524,6.514,2.191,5.178,-2.027,-1.654,1.335,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,O1,4,4,-0.812,-6.155,-4.163,-4.114,-3.471,2.659,-2.684,-0.693,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,O2,4,4,-0.518,1.134,5.192,1.158,3.163,-3.682,-2.029,2.029,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,P3,4,4,0.484,-0.102,5.156,2.624,3.077,-2.593,-3.179,2.08,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,P4,4,1,3.972,-1.954,-0.052,-4.338,1.212,2.761,-3.165,-1.264,1.0,1.75,0.571,False
P08,Ngeed,2,Pasca-Naik,T3,4,4,-1.867,-1.756,1.861,1.079,0.199,-2.066,-1.955,1.663,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,T4,4,4,1.553,-1.032,2.723,0.085,1.681,-0.129,-2.713,1.041,1.75,1.75,1.0,True
P08,Ngeed,2,Pasca-Naik,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pasca-Naik,T6,4,4,-4.713,-3.272,2.12,-3.602,-0.025,-4.688,-3.247,2.145,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,C3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,C4,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,F3,4,2,8.686,7.159,4.914,1.633,6.724,1.962,0.435,-1.81,1.25,1.75,0.714,False
P08,Ngeed,2,Pra-Gerak,F4,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,F7,4,4,-2.874,1.657,-0.654,-0.092,-0.361,-2.512,2.018,-0.293,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,F8,4,4,-3.788,-5.1,-3.272,-4.901,-3.833,0.045,-1.267,0.561,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,Fp1,4,4,-1.032,3.698,0.343,0.913,1.282,-2.313,2.416,-0.939,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,Fp2,4,4,-1.471,-3.342,-2.871,-3.174,-2.594,1.124,-0.747,-0.277,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,O1,4,4,-0.247,2.836,-0.931,-1.464,0.45,-0.696,2.387,-1.381,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,O2,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,P4,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,T3,4,4,-1.251,1.635,-1.378,-1.085,-0.413,-0.838,2.048,-0.965,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,T4,4,4,-2.801,0.33,0.295,1.555,-0.358,-2.443,0.688,0.653,1.75,1.75,1.0,True
P08,Ngeed,2,Pra-Gerak,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Pra-Gerak,T6,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,2,Tahan,C3,11,4,-0.913,0.317,0.07,-1.703,-0.148,-0.765,0.465,0.218,1.75,3.5,0.5,False
P08,Ngeed,2,Tahan,C4,11,10,-1.595,0.503,-0.528,0.067,-0.556,-1.039,1.06,0.028,3.25,3.5,0.929,True
P08,Ngeed,2,Tahan,F3,11,3,-7.809,-3.029,-4.976,-4.795,-4.867,-2.942,1.838,-0.109,1.5,3.5,0.429,False
P08,Ngeed,2,Tahan,F4,11,7,-0.655,4.839,3.345,2.959,2.826,-3.481,2.013,0.519,2.5,3.5,0.714,False
P08,Ngeed,2,Tahan,F7,11,7,-0.045,1.646,-1.729,-2.371,-0.242,0.197,1.887,-1.487,3.25,3.5,0.929,True
P08,Ngeed,2,Tahan,F8,11,11,2.308,6.053,4.791,4.052,4.553,-2.245,1.5,0.238,3.5,3.5,1.0,True
P08,Ngeed,2,Tahan,Fp1,11,3,3.886,4.826,1.816,0.615,3.256,0.63,1.57,-1.44,1.75,3.5,0.5,False
P08,Ngeed,2,Tahan,Fp2,11,11,4.399,7.219,5.861,5.897,5.905,-1.505,1.315,-0.044,3.5,3.5,1.0,True
P08,Ngeed,2,Tahan,O1,11,7,-6.424,-5.724,-5.877,-6.458,-5.992,-0.432,0.268,0.115,3.25,3.5,0.929,True
P08,Ngeed,2,Tahan,O2,11,8,-0.009,5.436,4.785,4.504,4.02,-4.029,1.416,0.764,2.75,3.5,0.786,True
P08,Ngeed,2,Tahan,P3,11,4,-4.252,-2.227,-2.338,-3.631,-2.831,-1.421,0.604,0.493,1.75,3.5,0.5,False
P08,Ngeed,2,Tahan,P4,11,8,3.062,2.976,0.226,-0.909,1.939,1.123,1.038,-1.713,2.75,3.5,0.786,True
P08,Ngeed,2,Tahan,T3,11,7,-0.73,1.467,-0.495,-1.988,0.013,-0.743,1.454,-0.508,3.25,3.5,0.929,True
P08,Ngeed,2,Tahan,T4,11,11,2.626,6.711,3.514,2.749,4.314,-1.689,2.396,-0.8,3.5,3.5,1.0,True
P08,Ngeed,2,Tahan,T5,11,6,-5.791,-2.808,-2.907,-3.637,-3.531,-2.261,0.723,0.624,2.25,3.5,0.643,False
P08,Ngeed,2,Tahan,T6,11,8,-0.684,2.241,-0.625,-1.427,0.325,-1.008,1.917,-0.95,2.75,3.5,0.786,True
P08,Ngeed,3,Berdiri,C3,7,5,2.057,2.254,4.685,4.025,3.642,-1.585,-1.388,1.043,2.0,2.5,0.8,True
P08,Ngeed,3,Berdiri,C4,7,7,0.717,-1.252,-2.183,-2.083,-0.786,1.503,-0.466,-1.397,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,F3,7,7,4.501,3.585,4.743,4.733,4.382,0.119,-0.797,0.361,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,F4,7,7,3.85,1.561,2.59,2.443,2.862,0.988,-1.301,-0.272,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,F7,7,7,0.29,-0.708,-0.14,0.761,-0.176,0.465,-0.532,0.036,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,F8,7,7,6.79,1.677,1.549,0.957,3.857,2.932,-2.18,-2.309,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,Fp1,7,7,-0.87,-2.905,-4.465,-4.153,-3.064,2.194,0.159,-1.401,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,Fp2,7,7,0.868,-2.238,-1.617,-1.489,-0.981,1.85,-1.257,-0.636,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,O1,7,7,2.658,2.519,4.197,4.277,3.534,-0.876,-1.015,0.663,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,O2,7,2,4.272,-4.112,0.228,-1.202,1.308,2.963,-5.421,-1.08,1.25,2.5,0.5,False
P08,Ngeed,3,Berdiri,P3,7,5,3.237,3.526,5.819,5.347,4.674,-1.436,-1.148,1.146,2.0,2.5,0.8,True
P08,Ngeed,3,Berdiri,P4,7,7,3.304,0.578,1.309,1.678,1.828,1.476,-1.251,-0.519,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,T3,7,7,4.822,3.805,5.983,6.062,5.208,-0.386,-1.403,0.775,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,T4,7,7,4.344,0.915,-1.131,-2.828,1.528,2.817,-0.613,-2.659,2.5,2.5,1.0,True
P08,Ngeed,3,Berdiri,T5,7,0,,,,,,,,,0.0,2.5,0.0,False
P08,Ngeed,3,Berdiri,T6,7,1,5.381,3.244,-3.036,-2.915,2.211,3.17,1.033,-5.246,1.0,2.5,0.4,False
P08,Ngeed,3,Gerak,C3,2,1,-0.058,-4.413,-8.737,-7.078,-3.962,3.904,-0.451,-4.775,1.0,1.25,0.8,True
P08,Ngeed,3,Gerak,C4,2,2,4.21,0.958,-0.243,-0.455,2.068,2.143,-1.11,-2.311,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,F3,2,2,5.455,-0.87,-2.147,-3.295,1.446,4.009,-2.316,-3.592,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,F4,2,2,7.451,5.78,3.129,2.386,5.827,1.624,-0.047,-2.698,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,F7,2,2,2.251,0.803,-3.777,-4.23,-0.189,2.44,0.992,-3.588,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,F8,2,2,8.476,2.557,4.207,2.364,5.708,2.768,-3.15,-1.501,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,Fp1,2,2,2.302,-6.39,-2.951,-5.869,-1.686,3.988,-4.704,-1.265,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,Fp2,2,2,8.75,3.564,3.937,2.793,5.689,3.062,-2.125,-1.751,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,O1,2,1,11.38,4.354,-4.028,-3.55,6.096,5.284,-1.742,-10.124,1.0,1.25,0.8,True
P08,Ngeed,3,Gerak,O2,2,2,10.794,3.692,2.445,0.748,6.866,3.927,-3.174,-4.422,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,P3,2,1,0.025,-2.72,-4.794,-4.111,-2.397,2.422,-0.323,-2.398,1.0,1.25,0.8,True
P08,Ngeed,3,Gerak,P4,2,2,8.372,-2.779,1.996,3.72,4.52,3.852,-7.299,-2.524,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,T3,2,2,7.661,1.654,0.265,0.102,4.059,3.602,-2.405,-3.793,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,T4,2,2,9.24,4.973,4.69,3.811,6.515,2.725,-1.542,-1.824,1.25,1.25,1.0,True
P08,Ngeed,3,Gerak,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,3,Gerak,T6,2,1,4.499,-0.371,-2.047,-2.282,0.935,3.564,-1.306,-2.983,1.0,1.25,0.8,True
P08,Ngeed,3,Naik,C3,2,2,-2.091,-5.719,-2.646,-2.534,-3.053,0.962,-2.666,0.408,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,C4,2,2,4.234,2.977,0.723,-0.744,2.72,1.514,0.257,-1.997,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,F3,2,2,-1.306,-4.229,-1.531,-0.631,-2.014,0.708,-2.215,0.484,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,F4,2,2,1.827,1.306,1.776,3.289,1.645,0.181,-0.339,0.131,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,F7,2,2,3.265,1.308,-0.889,-1.619,1.101,2.164,0.206,-1.99,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,F8,2,2,1.649,3.726,-0.217,-1.617,1.621,0.029,2.105,-1.837,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,Fp1,2,2,3.708,-0.569,-0.704,-0.715,0.757,2.951,-1.326,-1.461,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,Fp2,2,2,-1.972,2.145,4.471,5.577,3.005,-4.977,-0.861,1.466,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,O1,2,2,2.779,2.638,-1.726,-2.297,0.962,1.817,1.676,-2.688,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,O2,2,2,0.202,0.37,0.831,1.135,0.545,-0.343,-0.176,0.286,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,P3,2,2,-3.871,-3.801,-4.52,-4.706,-4.134,0.263,0.333,-0.386,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,P4,2,2,-1.249,2.664,2.236,0.695,1.56,-2.809,1.104,0.676,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,T3,2,2,2.586,1.521,-2.15,-2.053,0.625,1.961,0.895,-2.775,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,T4,2,2,3.055,-1.491,-0.474,-0.878,0.756,2.299,-2.247,-1.229,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,T5,2,2,4.863,4.135,-1.295,-2.108,2.768,2.096,1.368,-4.063,1.25,1.25,1.0,True
P08,Ngeed,3,Naik,T6,2,2,-1.312,-0.397,-3.221,-2.307,-1.831,0.519,1.434,-1.39,1.25,1.25,1.0,True
P08,Ngeed,3,Pasca-Naik,C3,4,4,-2.8,-5.591,-8.69,-9.244,-5.741,2.941,0.15,-2.949,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,C4,4,4,6.449,4.87,2.961,0.566,4.87,1.578,-0.001,-1.909,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,F3,4,4,-1.805,-4.513,-6.009,-7.32,-4.203,2.398,-0.31,-1.805,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,F4,4,4,5.303,3.229,4.858,3.211,4.62,0.683,-1.391,0.238,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,F7,4,4,-1.329,-2.554,-5.721,-7.617,-3.38,2.051,0.826,-2.34,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,F8,4,4,0.777,2.058,1.449,-0.115,1.399,-0.622,0.659,0.05,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,Fp1,4,4,0.135,-2.172,-7.034,-7.538,-3.185,3.32,1.014,-3.848,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,Fp2,4,4,5.172,3.838,0.508,-1.027,2.962,2.211,0.877,-2.454,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,O1,4,4,3.418,2.314,1.277,-0.763,2.089,1.328,0.225,-0.813,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,O2,4,4,5.762,6.432,3.322,1.738,4.995,0.767,1.437,-1.673,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,P3,4,4,-3.555,-5.078,-4.8,-6.794,-4.507,0.952,-0.572,-0.293,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,P4,4,4,3.477,-0.231,1.171,0.243,1.702,1.775,-1.933,-0.531,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,T3,4,4,0.115,-2.394,0.71,-0.332,-0.113,0.228,-2.281,0.824,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,T4,4,4,8.313,4.545,0.964,-0.081,5.009,3.304,-0.464,-4.045,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,T5,4,4,0.711,2.216,4.208,1.805,2.885,-2.174,-0.668,1.323,1.75,1.75,1.0,True
P08,Ngeed,3,Pasca-Naik,T6,4,3,0.825,2.675,-0.917,-1.532,0.735,0.09,1.94,-1.652,1.5,1.75,0.857,True
P08,Ngeed,3,Pra-Gerak,C3,4,4,-2.47,-6.145,-8.089,-9.692,-5.554,3.084,-0.591,-2.534,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,C4,4,4,0.302,-2.754,-3.327,-3.193,-1.62,1.922,-1.134,-1.707,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,F3,4,4,-3.636,-8.762,-10.703,-12.057,-7.32,3.684,-1.442,-3.383,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,F4,4,4,-3.212,-2.05,-2.459,-4.44,-2.626,-0.587,0.576,0.167,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,F7,4,4,-9.188,-6.331,-6.367,-9.213,-7.004,-2.184,0.673,0.637,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,F8,4,4,-0.852,-3.664,-4.225,-6.002,-2.828,1.976,-0.836,-1.397,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,Fp1,4,4,-3.289,-1.214,-4.404,-6.205,-3.152,-0.137,1.938,-1.252,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,Fp2,4,4,0.107,-2.782,-3.612,-4.811,-2.122,2.228,-0.66,-1.49,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,O1,4,4,3.148,-2.15,-5.477,-6.884,-1.094,4.241,-1.057,-4.384,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,O2,4,4,3.709,-1.973,-5.344,-6.26,-0.109,3.819,-1.864,-5.235,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,P3,4,4,-6.79,-5.747,-7.481,-9.999,-6.805,0.014,1.057,-0.676,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,P4,4,4,-3.535,0.512,-2.61,-2.546,-1.796,-1.739,2.308,-0.814,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,T3,4,4,-3.312,-6.888,-5.989,-6.377,-5.208,1.896,-1.68,-0.781,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,T4,4,4,-4.701,0.779,-0.767,-4.222,-1.116,-3.585,1.895,0.349,1.75,1.75,1.0,True
P08,Ngeed,3,Pra-Gerak,T5,4,3,1.989,-2.109,-3.194,-4.069,-0.844,2.833,-1.265,-2.35,1.5,1.75,0.857,True
P08,Ngeed,3,Pra-Gerak,T6,4,4,-1.727,0.561,-2.606,-3.056,-1.345,-0.382,1.906,-1.262,1.75,1.75,1.0,True
P08,Ngeed,3,Tahan,C3,11,9,-2.011,-6.053,-3.819,-5.911,-3.714,1.702,-2.339,-0.105,3.0,3.5,0.857,True
P08,Ngeed,3,Tahan,C4,11,11,2.274,0.879,2.054,3.094,1.902,0.372,-1.023,0.152,3.5,3.5,1.0,True
P08,Ngeed,3,Tahan,F3,11,3,-6.054,-8.562,-4.992,-4.579,-5.863,-0.191,-2.699,0.871,1.5,3.5,0.429,False
P08,Ngeed,3,Tahan,F4,11,7,0.468,-0.171,1.283,2.709,0.634,-0.166,-0.805,0.649,2.5,3.5,0.714,False
P08,Ngeed,3,Tahan,F7,11,3,-4.041,-4.481,-3.613,-2.809,-3.654,-0.387,-0.827,0.04,1.5,3.5,0.429,False
P08,Ngeed,3,Tahan,F8,11,11,1.072,-0.133,1.399,1.935,0.981,0.091,-1.114,0.419,3.5,3.5,1.0,True
P08,Ngeed,3,Tahan,Fp1,11,1,-1.737,-5.128,-7.357,-6.672,-4.996,3.26,-0.131,-2.361,1.0,3.5,0.286,False
P08,Ngeed,3,Tahan,Fp2,11,11,2.391,1.884,2.242,3.027,2.206,0.185,-0.322,0.036,3.5,3.5,1.0,True
P08,Ngeed,3,Tahan,O1,11,7,-8.245,-9.42,-7.093,-7.507,-7.798,-0.447,-1.622,0.705,3.25,3.5,0.929,True
P08,Ngeed,3,Tahan,O2,11,11,3.468,2.751,2.523,3.205,2.896,0.572,-0.145,-0.373,3.5,3.5,1.0,True
P08,Ngeed,3,Tahan,P3,11,6,-4.351,-8.34,-6.045,-7.946,-5.875,1.524,-2.465,-0.17,2.25,3.5,0.643,False
P08,Ngeed,3,Tahan,P4,11,11,2.554,1.499,1.382,1.489,1.77,0.784,-0.272,-0.388,3.5,3.5,1.0,True
