participant_id,gerakan,rep,fase,kanal,n_jendela,n_bersih,theta_db,mu_db,beta_db,otot_db,total4_db,theta_m2b_db,mu_m2b_db,beta_m2b_db,detik_bersih,rentang_detik,cakupan,lolos_R1
P08,Agem Kiri,3,Pra-Gerak,T5,4,4,-5.585,-2.666,-6.25,-6.709,-4.792,-0.793,2.126,-1.458,1.75,1.75,1.0,True
P08,Agem Kiri,3,Pra-Gerak,T6,4,4,-0.967,-1.938,-4.836,-5.546,-2.777,1.81,0.839,-2.059,1.75,1.75,1.0,True
P08,Agem Kiri,3,Tahan,C3,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,3,Tahan,C4,11,4,2.952,5.5,0.76,0.741,3.111,-0.159,2.389,-2.351,1.75,3.5,0.5,False
P08,Agem Kiri,3,Tahan,F3,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,3,Tahan,F4,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,3,Tahan,F7,11,7,2.218,7.336,4.326,3.556,4.848,-2.63,2.488,-0.522,2.5,3.5,0.714,False
P08,Agem Kiri,3,Tahan,F8,11,11,8.782,6.998,3.888,2.836,6.64,2.142,0.358,-2.752,3.5,3.5,1.0,True
P08,Agem Kiri,3,Tahan,Fp1,11,6,-3.486,-1.451,-1.747,-2.556,-2.008,-1.478,0.557,0.261,2.25,3.5,0.643,False
P08,Agem Kiri,3,Tahan,Fp2,11,11,2.823,3.505,2.61,1.567,2.853,-0.03,0.653,-0.243,3.5,3.5,1.0,True
P08,Agem Kiri,3,Tahan,O1,11,7,-1.555,2.996,0.032,-0.656,0.712,-2.267,2.284,-0.68,2.5,3.5,0.714,False
P08,Agem Kiri,3,Tahan,O2,11,7,1.808,1.365,3.441,1.818,2.5,-0.692,-1.135,0.941,2.5,3.5,0.714,False
P08,Agem Kiri,3,Tahan,P3,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,3,Tahan,P4,11,6,11.352,6.423,4.81,2.087,8.043,3.309,-1.621,-3.233,2.25,3.5,0.643,False
P08,Agem Kiri,3,Tahan,T3,11,7,-7.362,-0.083,-0.467,-1.791,-1.553,-5.809,1.47,1.085,2.5,3.5,0.714,False
P08,Agem Kiri,3,Tahan,T4,11,11,7.961,6.993,3.059,0.966,5.894,2.067,1.099,-2.835,3.5,3.5,1.0,True
P08,Agem Kiri,3,Tahan,T5,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,3,Tahan,T6,11,4,7.85,5.072,-0.378,0.535,4.492,3.358,0.58,-4.87,1.75,3.5,0.5,False
P08,Agem Kiri,4,Berdiri,C3,10,10,2.968,0.306,-0.034,-1.957,0.97,1.998,-0.664,-1.004,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,C4,10,10,3.241,6.756,5.883,5.023,5.424,-2.183,1.332,0.459,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,F3,10,10,2.539,2.192,1.03,1.093,1.773,0.766,0.419,-0.744,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,F4,10,10,5.858,8.042,6.109,5.644,6.646,-0.787,1.396,-0.537,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,F7,10,10,3.605,4.278,2.411,2.22,3.264,0.342,1.014,-0.852,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,F8,10,10,9.974,8.675,5.876,6.245,8.187,1.788,0.488,-2.311,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,Fp1,10,10,3.444,1.648,0.536,-0.039,1.593,1.851,0.054,-1.058,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,Fp2,10,10,5.259,6.059,5.712,5.421,5.684,-0.425,0.376,0.029,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,O1,10,10,6.076,8.783,7.032,6.562,7.356,-1.28,1.427,-0.324,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,O2,10,10,4.603,6.167,6.019,5.698,5.691,-1.087,0.476,0.328,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,P3,10,10,0.585,-0.036,0.265,-0.367,0.284,0.301,-0.32,-0.019,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,P4,10,10,3.129,2.19,2.824,2.192,2.743,0.386,-0.552,0.081,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,T3,10,10,8.194,9.487,7.972,6.901,8.451,-0.257,1.036,-0.479,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,T4,10,10,10.216,3.643,3.76,3.284,6.668,3.548,-3.025,-2.908,3.25,3.25,1.0,True
P08,Agem Kiri,4,Berdiri,T5,10,3,8.092,9.359,9.85,10.747,9.278,-1.186,0.081,0.572,1.5,3.25,0.462,False
P08,Agem Kiri,4,Berdiri,T6,10,10,3.662,4.216,1.958,1.013,3.096,0.565,1.12,-1.139,3.25,3.25,1.0,True
P08,Agem Kiri,4,Gerak,C3,2,2,5.404,3.051,-0.719,-1.048,2.519,2.885,0.532,-3.238,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,C4,2,2,13.803,7.899,5.153,4.606,10.425,3.379,-2.526,-5.272,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,F3,2,2,5.159,1.223,-3.01,-2.157,1.504,3.655,-0.282,-4.514,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,F4,2,2,12.865,7.855,5.725,5.953,10.039,2.826,-2.184,-4.314,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,F7,2,2,7.557,4.123,-0.217,-0.571,4.155,3.402,-0.032,-4.372,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,F8,2,2,10.096,10.168,6.018,4.876,8.718,1.377,1.449,-2.7,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,Fp1,2,2,3.969,-0.071,-0.731,-0.103,0.858,3.112,-0.929,-1.588,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,Fp2,2,2,9.655,13.818,7.965,7.762,10.462,-0.806,3.357,-2.497,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,O1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kiri,4,Gerak,O2,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kiri,4,Gerak,P3,2,2,4.028,-0.988,-3.255,-3.467,0.603,3.425,-1.591,-3.858,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,P4,2,2,12.082,1.296,3.85,4.021,7.833,4.249,-6.537,-3.983,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,T3,2,2,10.373,6.844,4.862,2.891,7.604,2.769,-0.76,-2.742,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,T4,2,2,10.869,4.332,4.657,-0.165,7.355,3.515,-3.022,-2.697,1.25,1.25,1.0,True
P08,Agem Kiri,4,Gerak,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kiri,4,Gerak,T6,2,2,10.512,4.557,2.817,1.554,6.51,4.002,-1.954,-3.693,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,C3,2,2,-2.424,-4.357,-3.34,-2.22,-3.292,0.868,-1.065,-0.047,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,C4,2,2,6.844,3.391,1.967,2.074,4.553,2.291,-1.161,-2.586,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,F3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kiri,4,Naik,F4,2,2,7.367,10.128,6.884,5.507,8.194,-0.827,1.934,-1.31,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,F7,2,2,-0.556,-4.99,2.182,1.322,0.545,-1.101,-5.535,1.637,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,F8,2,2,9.919,11.425,10.729,10.806,10.708,-0.789,0.716,0.021,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,Fp1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kiri,4,Naik,Fp2,2,2,5.947,6.774,5.256,5.656,5.829,0.118,0.944,-0.573,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,O1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kiri,4,Naik,O2,2,1,3.575,2.481,1.917,0.032,2.617,0.958,-0.136,-0.7,1.0,1.25,0.8,True
P08,Agem Kiri,4,Naik,P3,2,2,-5.641,-2.935,-4.891,-6.134,-4.526,-1.114,1.591,-0.365,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,P4,2,2,12.796,7.701,5.874,5.784,9.386,3.411,-1.684,-3.511,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,T3,2,2,-12.31,-7.795,-2.883,-3.758,-5.39,-6.919,-2.404,2.508,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,T4,2,1,15.71,17.335,17.481,16.096,16.982,-1.272,0.353,0.499,1.0,1.25,0.8,True
P08,Agem Kiri,4,Naik,T5,2,2,-5.308,-3.258,-2.222,-2.665,-3.174,-2.134,-0.084,0.952,1.25,1.25,1.0,True
P08,Agem Kiri,4,Naik,T6,2,2,9.314,2.374,2.383,1.088,5.332,3.982,-2.958,-2.949,1.25,1.25,1.0,True
P08,Agem Kiri,4,Pasca-Naik,C3,4,4,4.736,4.725,2.297,2.258,3.63,1.107,1.095,-1.332,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,C4,4,4,11.108,8.131,6.197,5.068,8.873,2.235,-0.741,-2.676,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,F3,4,4,4.729,3.406,1.511,1.785,3.03,1.699,0.377,-1.519,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,F4,4,4,12.238,8.646,9.955,10.335,10.664,1.574,-2.018,-0.708,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,F7,4,4,6.089,6.678,3.71,4.007,5.257,0.832,1.421,-1.547,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,F8,4,4,14.89,8.395,6.949,7.423,11.212,3.678,-2.817,-4.263,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,Fp1,4,4,-0.65,-1.95,1.795,2.274,0.61,-1.26,-2.56,1.185,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,Fp2,4,4,15.486,10.125,5.193,3.257,11.212,4.274,-1.087,-6.019,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,O1,4,4,7.858,5.183,2.065,2.601,4.929,2.929,0.253,-2.864,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,O2,4,4,12.0,10.204,6.673,4.829,9.699,2.301,0.505,-3.026,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,P3,4,4,0.996,1.7,2.708,3.156,1.97,-0.974,-0.27,0.738,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,P4,4,4,11.173,9.236,5.588,5.406,8.748,2.425,0.488,-3.16,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,T3,4,4,5.58,2.519,4.471,4.901,4.436,1.145,-1.917,0.035,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,T4,4,4,8.358,9.123,7.008,4.282,7.956,0.401,1.167,-0.948,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pasca-Naik,T5,4,2,6.081,3.049,4.242,4.083,4.596,1.485,-1.547,-0.354,1.25,1.75,0.714,False
P08,Agem Kiri,4,Pasca-Naik,T6,4,4,7.384,5.141,2.579,2.782,4.94,2.444,0.201,-2.362,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,C3,4,4,2.651,-2.047,-3.803,-5.853,-0.865,3.516,-1.182,-2.939,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,C4,4,4,3.715,3.714,2.358,3.146,3.23,0.485,0.484,-0.872,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,F3,4,4,-0.149,-0.076,-0.534,-0.192,-0.325,0.176,0.249,-0.209,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,F4,4,4,3.415,3.474,3.475,2.91,3.456,-0.041,0.017,0.019,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,F7,4,4,-0.753,-1.903,-3.294,-2.403,-2.154,1.401,0.25,-1.14,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,F8,4,4,8.737,3.813,3.522,4.094,5.872,2.866,-2.059,-2.35,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,Fp1,4,4,-0.871,-3.16,-1.074,-2.937,-1.506,0.635,-1.654,0.432,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,Fp2,4,4,5.29,0.26,1.663,2.062,2.754,2.536,-2.494,-1.091,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,O1,4,4,1.795,1.744,3.514,3.485,2.841,-1.047,-1.098,0.672,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,O2,4,4,1.754,2.005,2.277,2.773,2.069,-0.315,-0.064,0.208,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,P3,4,4,-4.091,-4.714,-4.727,-5.984,-4.526,0.434,-0.188,-0.202,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,P4,4,4,9.282,3.716,1.537,-0.926,5.648,3.634,-1.933,-4.111,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,T3,4,4,3.957,3.233,2.467,2.99,3.179,0.778,0.054,-0.712,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,T4,4,4,12.452,7.899,3.701,0.891,8.744,3.707,-0.846,-5.044,1.75,1.75,1.0,True
P08,Agem Kiri,4,Pra-Gerak,T5,4,3,6.792,4.786,5.28,5.867,5.667,1.125,-0.881,-0.387,1.5,1.75,0.857,True
P08,Agem Kiri,4,Pra-Gerak,T6,4,4,2.794,-4.457,-1.195,-0.914,-0.255,3.049,-4.202,-0.94,1.75,1.75,1.0,True
P08,Agem Kiri,4,Tahan,C3,11,3,-13.88,-7.268,-7.522,-7.488,-8.313,-5.567,1.045,0.791,1.5,3.5,0.429,False
P08,Agem Kiri,4,Tahan,C4,11,11,3.601,4.282,0.852,0.032,2.901,0.7,1.382,-2.049,3.5,3.5,1.0,True
P08,Agem Kiri,4,Tahan,F3,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,4,Tahan,F4,11,3,3.406,-1.049,1.883,2.375,2.018,1.388,-3.067,-0.134,1.5,3.5,0.429,False
P08,Agem Kiri,4,Tahan,F7,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,4,Tahan,F8,11,11,6.567,5.516,3.631,2.723,5.163,1.404,0.353,-1.531,3.5,3.5,1.0,True
P08,Agem Kiri,4,Tahan,Fp1,11,0,,,,,,,,,0.0,3.5,0.0,False
P08,Agem Kiri,4,Tahan,Fp2,11,11,5.933,6.092,5.105,3.837,5.545,0.387,0.547,-0.441,3.5,3.5,1.0,True
P08,Agem Kiri,4,Tahan,O1,11,11,-4.885,-5.271,-6.108,-6.123,-5.584,0.699,0.313,-0.525,3.5,3.5,1.0,True
P08,Agem Kiri,4,Tahan,O2,11,11,1.356,1.964,1.346,0.882,1.524,-0.168,0.44,-0.178,3.5,3.5,1.0,True
P08,Agem Kiri,4,Tahan,P3,11,3,-7.698,-10.174,-6.847,-7.015,-7.689,-0.009,-2.485,0.842,1.5,3.5,0.429,False
P08,Agem Kiri,4,Tahan,P4,11,11,10.728,8.64,4.369,2.706,8.095,2.634,0.545,-3.726,3.5,3.5,1.0,True
P08,Agem Kiri,4,Tahan,T3,11,5,-2.66,-2.913,-2.567,-1.765,-2.659,-0.0,-0.254,0.092,2.75,3.5,0.786,True
P08,Agem Kiri,4,Tahan,T4,11,10,9.144,8.61,6.326,6.443,7.826,1.318,0.784,-1.5,3.25,3.5,0.929,True
P08,Agem Kiri,4,Tahan,T5,11,8,-2.749,-3.926,-4.505,-4.77,-3.796,1.047,-0.13,-0.709,3.0,3.5,0.857,True
P08,Agem Kiri,4,Tahan,T6,11,11,2.079,3.123,2.037,1.367,2.354,-0.275,0.769,-0.317,3.5,3.5,1.0,True
P08,Ngeed,1,Berdiri,C3,6,3,-0.696,-5.967,-6.725,-6.307,-4.188,3.492,-1.779,-2.537,1.5,2.25,0.667,False
P08,Ngeed,1,Berdiri,C4,6,6,2.399,-2.444,0.076,0.067,0.602,1.797,-3.046,-0.526,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,F3,6,1,-3.953,-5.89,-4.868,-4.616,-4.735,0.781,-1.156,-0.134,1.0,2.25,0.444,False
P08,Ngeed,1,Berdiri,F4,6,6,-0.115,1.836,1.764,1.675,1.185,-1.3,0.65,0.579,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,F7,6,5,-0.329,-1.296,0.503,-1.652,-0.131,-0.198,-1.165,0.634,2.0,2.25,0.889,True
P08,Ngeed,1,Berdiri,F8,6,6,3.644,5.027,5.124,5.242,4.697,-1.053,0.33,0.427,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,Fp1,6,3,5.385,2.045,4.743,1.653,4.287,1.098,-2.242,0.456,1.5,2.25,0.667,False
P08,Ngeed,1,Berdiri,Fp2,6,6,6.396,6.076,5.019,4.764,5.638,0.758,0.438,-0.619,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,O1,6,2,-7.437,-11.944,-11.264,-12.079,-10.169,2.732,-1.775,-1.095,1.25,2.25,0.556,False
P08,Ngeed,1,Berdiri,O2,6,6,1.451,1.283,2.647,3.107,2.019,-0.568,-0.736,0.628,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,P3,6,2,-3.073,-7.553,-6.42,-7.15,-5.344,2.271,-2.209,-1.075,1.25,2.25,0.556,False
P08,Ngeed,1,Berdiri,P4,6,6,-0.108,-2.795,-0.004,0.441,-0.605,0.497,-2.19,0.6,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,T3,6,5,0.437,-1.337,1.274,-0.385,0.448,-0.011,-1.786,0.826,2.0,2.25,0.889,True
P08,Ngeed,1,Berdiri,T4,6,6,-0.381,2.549,-1.09,-0.651,0.248,-0.629,2.301,-1.338,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,T5,6,6,-3.436,-4.602,-2.356,-4.523,-3.226,-0.21,-1.376,0.87,2.25,2.25,1.0,True
P08,Ngeed,1,Berdiri,T6,6,6,-1.166,-1.453,-1.643,-1.897,-1.479,0.313,0.026,-0.164,2.25,2.25,1.0,True
P08,Ngeed,1,Gerak,C3,3,3,4.654,1.014,1.762,2.965,2.6,2.054,-1.586,-0.839,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,C4,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Ngeed,1,Gerak,F3,3,3,-1.054,-4.361,-1.804,-1.907,-2.156,1.102,-2.205,0.352,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,F4,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Ngeed,1,Gerak,F7,3,3,-2.347,3.696,-0.515,0.835,0.637,-2.983,3.06,-1.152,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,F8,3,3,2.379,0.966,-0.556,-1.127,0.879,1.5,0.087,-1.435,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,Fp1,3,3,1.73,0.682,-2.329,-2.914,-0.342,2.072,1.023,-1.988,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,Fp2,3,3,-1.777,1.139,0.565,-0.846,0.205,-1.983,0.934,0.359,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,O1,3,3,5.085,-1.553,2.386,2.519,2.596,2.489,-4.149,-0.21,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,O2,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Ngeed,1,Gerak,P3,3,3,6.88,6.998,4.647,5.167,6.072,0.808,0.927,-1.424,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,P4,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Ngeed,1,Gerak,T3,3,3,-0.765,2.975,-0.022,0.829,0.804,-1.569,2.171,-0.826,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,T4,3,3,4.672,1.653,0.261,0.169,2.26,2.412,-0.607,-2.0,1.5,1.5,1.0,True
P08,Ngeed,1,Gerak,T5,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Ngeed,1,Gerak,T6,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Ngeed,1,Naik,C3,2,2,5.729,2.704,7.001,7.507,5.973,-0.244,-3.268,1.029,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,C4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,F3,2,2,-1.952,1.361,-0.373,-0.255,-0.162,-1.79,1.523,-0.211,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,F4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,F7,2,2,-3.15,-2.477,-2.169,-2.6,-2.506,-0.645,0.028,0.336,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,F8,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,Fp1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,Fp2,2,2,1.495,-1.703,1.409,0.846,0.851,0.644,-2.554,0.558,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,O1,2,2,-2.35,-0.456,-2.68,-2.242,-1.91,-0.44,1.455,-0.769,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,O2,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,P3,2,1,9.143,3.047,10.495,10.32,9.089,0.054,-6.042,1.406,1.0,1.25,0.8,True
P08,Ngeed,1,Naik,P4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,T3,2,2,-2.853,-0.338,-0.328,-0.31,-0.942,-1.911,0.604,0.614,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,T4,2,2,6.103,3.21,6.529,6.165,5.791,0.312,-2.581,0.738,1.25,1.25,1.0,True
P08,Ngeed,1,Naik,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Naik,T6,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Ngeed,1,Pasca-Naik,C3,4,4,1.857,4.614,0.018,-0.001,2.009,-0.152,2.605,-1.99,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,C4,4,4,3.874,4.728,0.817,0.545,3.171,0.703,1.557,-2.354,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,F3,4,4,3.346,5.648,2.454,1.489,3.694,-0.348,1.954,-1.24,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,F4,4,4,5.947,10.173,6.233,3.726,7.627,-1.68,2.547,-1.394,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,F7,4,4,2.24,7.738,5.374,3.777,5.521,-3.281,2.216,-0.147,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,F8,4,4,9.779,11.826,7.383,4.584,9.597,0.182,2.229,-2.214,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,Fp1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pasca-Naik,Fp2,4,4,4.052,8.912,5.909,4.656,6.479,-2.427,2.433,-0.57,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,O1,4,4,0.22,0.257,-0.259,0.59,-0.023,0.243,0.28,-0.236,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,O2,4,4,3.659,6.95,4.685,4.463,5.139,-1.48,1.811,-0.454,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,P3,4,4,-0.255,-1.429,0.02,-0.598,-0.423,0.168,-1.006,0.444,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,P4,4,4,4.908,0.155,-1.757,-0.734,1.613,3.295,-1.459,-3.371,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,T3,4,4,3.686,2.102,3.697,4.9,3.416,0.27,-1.314,0.281,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,T4,4,4,1.173,4.731,-1.809,-2.17,1.391,-0.217,3.34,-3.2,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,T5,4,4,0.325,7.806,4.997,4.336,5.265,-4.939,2.541,-0.268,1.75,1.75,1.0,True
P08,Ngeed,1,Pasca-Naik,T6,4,4,-2.348,5.107,-0.784,-2.714,1.491,-3.839,3.616,-2.275,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,C3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,C4,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,F3,4,3,9.72,12.272,8.688,7.191,10.127,-0.407,2.145,-1.439,1.5,1.75,0.857,True
P08,Ngeed,1,Pra-Gerak,F4,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,F7,4,4,0.264,4.967,0.174,-1.05,1.851,-1.588,3.116,-1.677,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,F8,4,4,3.764,0.855,1.992,3.004,2.484,1.28,-1.629,-0.491,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,Fp1,4,4,5.207,3.745,3.379,4.491,3.896,1.311,-0.151,-0.517,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,Fp2,4,4,1.188,5.126,2.867,2.176,3.163,-1.975,1.963,-0.296,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,O1,4,4,3.219,2.673,2.418,1.699,2.637,0.582,0.036,-0.219,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,O2,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,P4,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,T3,4,4,4.43,7.861,4.213,3.796,5.459,-1.029,2.402,-1.246,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,T4,4,4,6.801,7.293,3.534,4.062,5.673,1.127,1.619,-2.14,1.75,1.75,1.0,True
P08,Ngeed,1,Pra-Gerak,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Pra-Gerak,T6,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Ngeed,1,Tahan,C3,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,1,Tahan,C4,6,1,-6.002,-1.138,-3.627,-3.782,-3.432,-2.57,2.293,-0.195,1.0,2.25,0.444,False
P08,Ngeed,1,Tahan,F3,6,2,7.274,6.255,3.944,0.87,5.624,1.65,0.631,-1.68,1.25,2.25,0.556,False
P08,Ngeed,1,Tahan,F4,6,0,,,,,,,,,0.0,2.25,0.0,False
P08,Ngeed,1,Tahan,F7,6,4,-2.337,1.057,-0.738,0.441,-0.565,-1.771,1.622,-0.173,1.75,2.25,0.778,True
P08,Ngeed,1,Tahan,F8,6,3,2.85,-0.775,-1.761,-0.475,0.4,2.45,-1.175,-2.161,1.5,2.25,0.667,False
