participant_id,fase,kanal,n_rep,theta_db,theta_se,mu_db,mu_se,beta_db,beta_se,otot_db,otot_se,theta_m2b_db,theta_m2b_se,mu_m2b_db,mu_m2b_se,beta_m2b_db,beta_m2b_se,gerakan,lolos_R2
P31,Tahan,T3,7,0.711,1.867,-2.057,2.234,-1.354,1.562,-0.272,1.441,1.575,0.233,-1.192,0.475,-0.49,0.34,Semua,True
P31,Tahan,T4,5,11.337,0.832,10.093,1.851,7.185,1.19,5.509,1.46,1.181,0.796,-0.063,1.047,-2.971,0.979,Semua,True
P31,Tahan,T5,3,-0.335,1.701,-0.537,0.493,-0.404,0.364,0.649,0.284,-0.0,0.961,-0.202,0.338,-0.069,0.382,Semua,True
P31,Tahan,T6,5,10.57,1.492,6.103,1.974,3.842,1.289,3.175,1.575,2.836,0.54,-1.631,0.866,-3.892,1.235,Semua,True
P31,Tutup Mata,C3,1,-0.152,,0.189,,0.942,,1.459,,-0.559,,-0.218,,0.535,,Semua,True
P31,Tutup Mata,C4,1,-0.149,,0.693,,1.446,,2.405,,-0.991,,-0.149,,0.604,,Semua,True
P31,Tutup Mata,F3,1,-1.97,,1.272,,0.933,,1.931,,-2.33,,0.913,,0.574,,Semua,True
P31,Tutup Mata,F4,1,0.488,,1.64,,2.352,,3.033,,-1.186,,-0.034,,0.678,,Semua,True
P31,Tutup Mata,F7,1,-0.031,,1.35,,1.522,,1.489,,-1.098,,0.283,,0.456,,Semua,True
P31,Tutup Mata,F8,1,-0.367,,0.81,,1.827,,2.762,,-1.379,,-0.203,,0.814,,Semua,True
P31,Tutup Mata,Fp1,1,-0.053,,1.024,,1.358,,1.388,,-0.948,,0.129,,0.463,,Semua,True
P31,Tutup Mata,Fp2,1,-0.502,,1.843,,1.481,,1.471,,-1.52,,0.824,,0.462,,Semua,True
P31,Tutup Mata,O1,1,-2.193,,-1.76,,-0.126,,1.29,,-1.104,,-0.67,,0.964,,Semua,True
P31,Tutup Mata,O2,1,0.114,,1.631,,2.339,,2.78,,-1.417,,0.099,,0.807,,Semua,True
P31,Tutup Mata,P3,1,-0.719,,1.634,,1.03,,1.784,,-1.499,,0.854,,0.249,,Semua,True
P31,Tutup Mata,P4,1,-6.083,,-3.617,,-3.557,,-4.468,,-1.42,,1.046,,1.107,,Semua,True
P31,Tutup Mata,T3,1,-0.708,,1.089,,1.512,,2.472,,-1.618,,0.179,,0.602,,Semua,True
P31,Tutup Mata,T4,1,-3.407,,-0.674,,0.011,,1.111,,-2.295,,0.439,,1.123,,Semua,True
P31,Tutup Mata,T5,1,-1.957,,-0.287,,0.701,,1.745,,-1.699,,-0.029,,0.959,,Semua,True
P31,Tutup Mata,T6,1,-1.284,,1.681,,2.12,,3.227,,-2.492,,0.473,,0.911,,Semua,True
P32,Berdiri,C3,5,6.946,0.409,3.523,0.264,4.36,0.891,2.811,0.73,1.668,0.372,-1.756,0.329,-0.919,0.661,Semua,True
P32,Berdiri,C4,9,3.254,0.876,1.128,0.819,2.536,0.726,2.352,0.735,0.73,0.445,-1.395,0.325,0.013,0.406,Semua,True
P32,Berdiri,F3,1,5.34,,1.455,,2.912,,1.349,,1.821,,-2.063,,-0.607,,Semua,False
P32,Berdiri,F4,6,5.374,0.898,3.683,0.76,5.009,0.673,5.296,0.553,0.505,0.311,-1.187,0.393,0.139,0.412,Semua,True
P32,Berdiri,F7,2,3.132,1.776,0.783,1.078,2.583,0.957,2.146,0.383,0.765,0.47,-1.585,0.227,0.215,0.348,Semua,False
P32,Berdiri,F8,4,4.545,1.678,0.517,1.38,2.633,1.5,3.083,1.441,1.711,0.65,-2.317,0.31,-0.202,0.849,Semua,True
P32,Berdiri,Fp1,2,0.731,2.505,0.25,0.922,-0.354,0.137,0.062,0.248,0.453,1.298,-0.028,0.285,-0.633,1.07,Semua,False
P32,Berdiri,Fp2,2,0.633,2.52,-1.003,3.425,2.2,0.851,2.607,0.398,-0.438,0.741,-2.074,1.645,1.129,0.928,Semua,False
P32,Berdiri,O1,8,1.548,1.153,1.68,0.888,0.024,0.982,-0.244,0.989,0.435,0.538,0.567,0.446,-1.089,0.298,Semua,True
P32,Berdiri,O2,6,5.934,0.713,6.279,1.242,6.197,1.032,5.58,1.325,-0.29,0.412,0.055,0.488,-0.027,0.463,Semua,True
P32,Berdiri,P3,6,4.434,1.92,3.675,1.336,4.624,1.521,4.011,1.321,-0.197,0.974,-0.957,0.414,-0.007,0.688,Semua,True
P32,Berdiri,P4,6,4.481,0.624,2.725,0.327,3.748,0.636,3.822,0.997,0.683,0.428,-1.073,0.257,-0.049,0.316,Semua,True
P32,Berdiri,T3,5,3.891,1.147,1.731,0.92,2.155,0.798,1.802,0.794,1.2,0.392,-0.959,0.328,-0.535,0.53,Semua,True
P32,Berdiri,T4,6,6.322,0.916,4.908,0.697,4.797,0.669,4.546,0.937,0.563,0.575,-0.851,0.691,-0.963,0.692,Semua,True
P32,Berdiri,T5,5,2.482,1.961,1.17,1.433,0.724,1.397,0.212,1.05,0.887,0.656,-0.425,0.406,-0.871,0.501,Semua,True
P32,Berdiri,T6,6,5.178,1.035,1.657,1.407,3.035,0.784,2.641,1.144,1.423,0.58,-2.098,0.745,-0.72,0.587,Semua,True
P32,Buka Mata,C3,1,-2.211,,-3.318,,-1.63,,-1.45,,0.073,,-1.034,,0.653,,Semua,True
P32,Buka Mata,C4,1,0.043,,-0.74,,-0.849,,-0.852,,0.577,,-0.205,,-0.315,,Semua,True
P32,Buka Mata,F3,1,-0.251,,-0.32,,1.216,,1.741,,-0.63,,-0.7,,0.836,,Semua,True
P32,Buka Mata,F4,1,-0.118,,-2.664,,-0.385,,0.343,,0.73,,-1.816,,0.463,,Semua,True
P32,Buka Mata,F7,1,0.257,,1.025,,1.807,,1.819,,-0.851,,-0.083,,0.698,,Semua,True
P32,Buka Mata,F8,1,3.363,,1.005,,1.231,,2.352,,1.485,,-0.872,,-0.647,,Semua,True
P32,Buka Mata,Fp1,1,2.545,,1.654,,1.644,,1.437,,0.615,,-0.276,,-0.285,,Semua,True
P32,Buka Mata,Fp2,1,2.53,,-0.337,,-1.074,,-0.526,,2.112,,-0.755,,-1.492,,Semua,True
P32,Buka Mata,O1,1,-1.211,,-0.451,,-0.073,,-0.721,,-0.698,,0.062,,0.44,,Semua,True
P32,Buka Mata,O2,1,-3.623,,-3.585,,-2.889,,-2.879,,-0.254,,-0.217,,0.48,,Semua,True
P32,Buka Mata,P3,1,-2.566,,-2.272,,-1.297,,-1.303,,-0.616,,-0.321,,0.653,,Semua,True
P32,Buka Mata,P4,1,0.197,,-0.297,,-0.809,,-0.694,,0.526,,0.032,,-0.48,,Semua,True
P32,Buka Mata,T3,1,-0.626,,-0.579,,-0.408,,-0.437,,-0.111,,-0.064,,0.107,,Semua,True
P32,Buka Mata,T4,1,-2.836,,-2.059,,-2.081,,-2.333,,-0.445,,0.332,,0.31,,Semua,True
P32,Buka Mata,T5,1,1.637,,1.382,,1.291,,0.866,,0.224,,-0.03,,-0.122,,Semua,True
P32,Buka Mata,T6,1,1.562,,0.197,,-0.029,,0.287,,0.942,,-0.423,,-0.649,,Semua,True
P32,Gerak,C3,7,5.562,1.072,3.215,0.523,2.75,0.51,1.26,0.477,1.359,0.532,-0.988,0.819,-1.453,0.358,Semua,True
P32,Gerak,C4,5,5.267,1.538,2.705,1.897,1.73,1.493,2.08,1.409,1.607,0.677,-0.955,0.638,-1.929,1.054,Semua,True
P32,Gerak,F3,1,-4.694,,-2.19,,0.486,,1.39,,-3.19,,-0.686,,1.991,,Semua,False
P32,Gerak,F4,7,4.716,1.775,5.096,2.28,4.841,1.544,3.606,1.246,-0.529,0.949,-0.15,0.847,-0.404,0.432,Semua,True
P32,Gerak,F7,3,2.219,1.245,0.687,2.669,-0.01,0.931,-0.473,0.601,0.923,0.728,-0.609,1.389,-1.305,1.143,Semua,True
P32,Gerak,F8,5,1.372,1.825,0.721,2.553,1.377,1.451,1.154,2.378,-0.318,1.257,-0.969,1.201,-0.313,0.894,Semua,True
P32,Gerak,Fp2,2,1.582,4.292,-2.06,4.245,-0.315,1.12,1.639,2.051,1.504,1.232,-2.138,1.184,-0.393,1.941,Semua,False
P32,Gerak,O1,7,4.559,1.078,1.827,1.652,0.573,0.959,-0.883,1.139,1.847,0.415,-0.884,0.927,-2.138,0.701,Semua,True
P32,Gerak,O2,2,6.87,3.603,2.671,1.155,0.734,0.726,2.043,0.794,1.822,1.234,-2.378,3.524,-4.315,1.644,Semua,False
P32,Gerak,P3,8,4.679,1.34,4.643,0.909,2.32,1.09,0.889,1.053,0.646,0.346,0.61,0.6,-1.712,0.444,Semua,True
P32,Gerak,P4,6,3.747,0.941,2.365,2.557,3.518,0.923,4.58,0.911,-0.223,0.684,-1.604,1.566,-0.452,1.108,Semua,True
P32,Gerak,T3,8,4.231,0.987,3.014,1.514,1.287,1.556,0.965,1.599,1.171,0.714,-0.046,0.557,-1.773,0.592,Semua,True
P32,Gerak,T4,3,7.422,1.763,4.782,0.879,4.365,1.533,5.213,0.809,1.097,0.865,-1.543,1.393,-1.961,1.718,Semua,True
P32,Gerak,T5,7,1.394,1.12,0.653,1.52,-0.615,0.978,-0.484,1.157,0.759,0.515,0.018,0.895,-1.25,0.39,Semua,True
P32,Gerak,T6,3,1.845,0.897,3.334,3.018,2.254,2.151,2.491,1.888,-1.058,1.67,0.431,1.213,-0.649,1.269,Semua,True
P32,Naik,C3,4,4.828,0.697,3.837,1.19,4.853,1.267,4.162,1.41,0.226,0.539,-0.765,0.515,0.251,0.296,Semua,True
P32,Naik,C4,8,4.659,1.027,0.809,0.743,0.929,0.89,1.232,0.877,2.093,0.332,-1.757,0.755,-1.637,0.268,Semua,True
P32,Naik,F3,5,6.553,2.356,4.587,2.083,4.614,1.391,4.452,1.599,0.836,0.95,-1.129,0.961,-1.102,0.795,Semua,True
P32,Naik,F4,7,4.336,1.187,2.429,0.596,2.944,0.669,2.993,1.203,0.614,0.596,-1.293,0.844,-0.778,0.82,Semua,True
P32,Naik,F7,8,3.079,1.404,2.071,0.795,0.62,0.871,-0.578,1.147,0.75,0.701,-0.258,0.749,-1.708,0.638,Semua,True
P32,Naik,F8,5,0.523,3.235,-1.849,2.326,-0.928,2.423,-0.928,1.975,0.625,1.426,-1.747,1.203,-0.826,0.878,Semua,True
P32,Naik,Fp1,4,-0.515,1.479,0.068,0.195,-0.826,1.667,-0.826,1.387,-0.292,0.781,0.29,0.948,-0.604,0.72,Semua,True
P32,Naik,Fp2,6,-1.167,2.599,-1.384,2.404,-0.93,2.273,-0.345,1.969,-0.368,0.668,-0.586,1.135,-0.132,0.538,Semua,True
P32,Naik,O1,6,0.753,1.162,0.841,0.724,-0.492,1.262,-0.526,1.343,0.035,0.993,0.124,0.809,-1.209,0.989,Semua,True
P32,Naik,O2,8,6.733,1.251,6.039,0.543,5.3,1.699,4.519,1.95,0.24,0.589,-0.455,0.573,-1.193,0.943,Semua,True
P32,Naik,P3,4,3.803,1.222,2.178,2.093,3.158,1.187,2.771,1.14,0.171,1.424,-1.454,1.546,-0.475,0.9,Semua,True
P32,Naik,P4,10,2.785,1.228,1.192,0.853,0.338,1.081,-0.83,0.908,0.826,0.593,-0.767,0.658,-1.621,0.885,Semua,True
P32,Naik,T3,7,6.228,0.429,3.191,1.467,3.391,1.374,4.148,1.467,1.42,0.689,-1.617,1.01,-1.417,0.779,Semua,True
P32,Naik,T4,9,6.72,1.022,4.147,1.587,4.151,1.331,3.133,0.959,0.885,0.449,-1.687,1.251,-1.684,0.905,Semua,True
P32,Naik,T5,9,3.181,1.541,2.986,0.939,1.863,1.242,1.034,1.036,0.28,0.78,0.086,0.516,-1.037,0.616,Semua,True
P32,Naik,T6,9,5.632,1.518,0.79,0.681,1.034,0.821,1.559,1.262,2.074,0.603,-2.768,1.126,-2.524,0.726,Semua,True
P32,Pasca-Naik,C3,7,9.16,0.96,6.994,1.442,6.629,0.86,5.86,0.859,1.133,0.741,-1.033,0.965,-1.397,0.274,Semua,True
P32,Pasca-Naik,C4,9,5.195,1.183,5.055,1.057,5.489,0.727,5.36,0.563,-0.367,0.744,-0.507,0.703,-0.072,0.241,Semua,True
P32,Pasca-Naik,F3,5,7.454,0.812,7.781,1.156,6.14,0.714,4.798,1.19,0.144,0.762,0.471,0.84,-1.169,0.428,Semua,True
P32,Pasca-Naik,F4,3,8.588,1.931,4.874,1.987,7.507,0.139,9.101,1.129,0.789,1.276,-2.926,2.289,-0.292,0.769,Semua,True
P32,Pasca-Naik,F7,2,5.697,1.831,1.595,2.817,3.017,0.544,1.616,2.17,1.784,0.225,-2.318,1.211,-0.896,1.062,Semua,False
P32,Pasca-Naik,F8,1,7.67,,1.558,,6.551,,8.225,,1.86,,-4.252,,0.741,,Semua,False
P32,Pasca-Naik,Fp2,3,2.387,0.829,1.803,0.743,1.757,1.437,2.476,1.496,0.197,1.046,-0.387,0.534,-0.433,1.255,Semua,True
P32,Pasca-Naik,O1,4,3.92,2.301,4.079,1.163,2.726,0.629,2.79,0.547,0.08,1.31,0.239,1.054,-1.114,0.692,Semua,True
P32,Pasca-Naik,O2,4,8.606,0.397,9.256,0.489,9.768,0.838,9.954,0.818,-0.61,0.353,0.04,0.182,0.552,0.416,Semua,True
P32,Pasca-Naik,P3,4,8.397,0.672,4.997,1.479,4.205,0.94,3.299,1.012,1.864,0.704,-1.537,1.339,-2.328,0.725,Semua,True
P32,Pasca-Naik,P4,7,5.511,1.08,4.124,0.868,5.198,1.069,5.628,1.015,0.258,0.696,-1.129,0.389,-0.055,0.617,Semua,True
P32,Pasca-Naik,T3,5,8.555,1.251,3.885,1.403,4.545,0.881,3.332,1.319,2.467,0.468,-2.203,0.489,-1.543,0.834,Semua,True
P32,Pasca-Naik,T4,2,6.57,0.562,3.539,2.029,7.231,1.309,6.923,0.028,0.378,0.496,-2.653,0.971,1.039,0.251,Semua,False
P32,Pasca-Naik,T5,2,6.461,2.844,3.307,3.668,2.038,0.802,1.692,0.459,2.149,0.389,-1.004,1.212,-2.273,1.653,Semua,False
P32,Pasca-Naik,T6,2,4.16,0.794,6.048,1.544,5.887,1.143,6.738,1.877,-1.396,1.623,0.492,0.714,0.331,0.313,Semua,False
P32,Pra-Gerak,C3,8,1.443,1.759,-2.181,1.794,-0.98,1.375,-1.486,1.391,1.451,0.672,-2.173,0.53,-0.972,0.654,Semua,True
P32,Pra-Gerak,C4,6,1.49,1.721,-0.041,1.158,1.931,1.179,2.747,1.136,-0.107,0.842,-1.637,0.763,0.335,0.69,Semua,True
P32,Pra-Gerak,F3,5,-1.448,2.307,-1.919,2.063,-0.41,1.276,-0.708,1.421,-0.498,0.724,-0.97,0.279,0.539,0.81,Semua,True
P32,Pra-Gerak,F4,10,0.384,1.305,0.127,1.224,0.436,0.989,1.292,1.006,-0.21,0.496,-0.467,0.507,-0.158,0.456,Semua,True
P32,Pra-Gerak,F7,3,1.212,1.167,1.99,1.503,1.175,2.001,0.838,2.179,-0.651,2.093,0.127,0.62,-0.688,1.121,Semua,True
P32,Pra-Gerak,F8,7,-2.707,1.041,-4.158,1.126,-3.718,1.264,-2.298,1.677,0.56,0.518,-0.891,0.749,-0.451,0.547,Semua,True
P32,Pra-Gerak,Fp1,2,-4.031,0.549,-5.919,3.115,-5.643,1.289,-5.901,1.112,1.028,0.91,-0.861,1.656,-0.584,0.171,Semua,False
P32,Pra-Gerak,Fp2,5,0.546,0.999,-2.307,1.498,0.506,1.459,1.946,1.293,0.47,0.851,-2.384,0.965,0.43,0.618,Semua,True
P32,Pra-Gerak,O1,9,-0.42,1.03,-0.151,1.533,-1.688,1.083,-2.468,1.158,0.278,0.303,0.546,0.607,-0.991,0.478,Semua,True
P32,Pra-Gerak,O2,5,4.33,2.132,2.141,1.066,3.236,1.187,2.426,1.923,0.614,0.599,-1.575,0.765,-0.48,0.786,Semua,True
P32,Pra-Gerak,P3,7,0.614,1.784,-0.52,1.569,-1.836,0.892,-2.794,0.724,0.901,0.545,-0.232,0.632,-1.548,0.786,Semua,True
P32,Pra-Gerak,P4,7,2.889,1.133,-0.261,0.828,0.768,1.288,0.905,1.184,1.11,0.816,-2.04,0.754,-1.011,0.885,Semua,True
P32,Pra-Gerak,T3,6,-1.744,1.607,-2.517,1.409,-2.208,1.143,-2.174,1.136,0.256,0.546,-0.516,0.574,-0.207,0.574,Semua,True
P32,Pra-Gerak,T4,6,5.47,3.032,1.051,1.871,4.293,1.554,4.4,1.485,0.764,0.94,-3.655,0.809,-0.413,0.968,Semua,True
P32,Pra-Gerak,T5,10,-0.952,1.481,-0.697,1.643,-1.527,1.149,-1.726,1.032,-0.15,0.6,0.105,0.605,-0.725,0.593,Semua,True
P32,Pra-Gerak,T6,4,1.657,3.289,-1.83,1.285,-0.69,1.04,0.326,1.068,1.281,1.079,-2.206,0.962,-1.066,1.23,Semua,True
P32,Tahan,C3,5,6.289,1.82,3.926,1.272,4.517,1.393,3.676,1.365,0.957,0.954,-1.406,0.306,-0.815,1.063,Semua,True
P32,Tahan,C4,5,5.313,1.034,3.123,2.241,4.909,1.473,4.124,1.041,0.446,1.074,-1.744,1.061,0.042,0.378,Semua,True
P32,Tahan,F3,4,5.026,1.562,4.624,1.213,5.431,0.866,4.451,1.081,-0.12,0.657,-0.523,0.298,0.285,0.478,Semua,True
P32,Tahan,F4,5,4.498,1.094,5.998,0.458,4.469,1.795,4.113,1.812,-0.773,0.665,0.728,0.537,-0.801,1.005,Semua,True
P32,Tahan,F7,6,2.956,1.334,1.515,1.15,2.222,1.162,2.539,0.766,0.458,0.468,-0.983,0.848,-0.276,0.423,Semua,True
P32,Tahan,F8,2,4.824,2.943,1.032,0.552,2.985,1.297,3.146,0.89,1.352,2.262,-2.44,1.233,-0.487,1.978,Semua,False
P32,Tahan,Fp1,2,-4.099,2.842,-1.468,1.81,-0.103,0.382,0.538,1.515,-2.863,2.047,-0.232,1.015,1.133,1.178,Semua,False
P32,Tahan,Fp2,4,2.236,1.393,0.444,1.573,1.349,0.475,1.135,0.496,0.618,0.935,-1.175,1.326,-0.269,0.485,Semua,True
P32,Tahan,O1,5,3.326,1.897,3.411,0.94,0.459,0.59,0.823,0.828,0.751,0.81,0.835,0.432,-2.117,1.059,Semua,True
P32,Tahan,O2,4,7.385,2.067,4.107,1.923,5.384,1.755,5.763,1.955,0.974,1.016,-2.305,0.65,-1.027,1.037,Semua,True
P32,Tahan,P3,5,3.218,2.014,3.583,2.072,2.889,1.571,2.515,1.309,-0.237,0.937,0.128,0.661,-0.565,0.698,Semua,True
P32,Tahan,P4,6,3.685,1.136,1.73,0.705,3.958,1.116,3.319,1.211,0.242,0.521,-1.713,0.633,0.514,0.454,Semua,True
P32,Tahan,T3,6,4.886,1.752,2.929,0.822,2.874,0.868,2.42,0.927,1.065,0.841,-0.892,0.852,-0.947,0.405,Semua,True
P32,Tahan,T4,4,3.895,2.645,2.624,2.408,4.617,2.915,5.19,2.514,-0.004,0.224,-1.275,0.603,0.718,0.368,Semua,True
P32,Tahan,T5,3,-0.272,2.552,3.012,1.51,3.213,1.787,2.102,1.053,-2.837,1.752,0.447,0.528,0.648,1.068,Semua,True
P32,Tahan,T6,5,2.822,1.591,1.704,1.925,0.775,1.842,-0.006,1.741,0.897,0.214,-0.221,0.567,-1.151,0.621,Semua,True
P32,Tutup Mata,C3,1,-4.57,,-5.628,,-2.341,,-2.576,,-0.726,,-1.784,,1.503,,Semua,True
P32,Tutup Mata,C4,1,-0.915,,-2.264,,-1.157,,-0.222,,0.488,,-0.861,,0.246,,Semua,True
P32,Tutup Mata,F3,1,-2.269,,-2.383,,-1.148,,-0.779,,-0.436,,-0.549,,0.686,,Semua,True
P32,Tutup Mata,F4,1,-4.969,,-5.377,,-4.953,,-3.467,,0.1,,-0.308,,0.116,,Semua,True
P32,Tutup Mata,F7,1,-1.916,,-1.839,,-1.155,,-0.669,,-0.345,,-0.267,,0.416,,Semua,True
P32,Tutup Mata,F8,1,1.733,,-1.261,,-0.249,,1.141,,1.619,,-1.375,,-0.363,,Semua,True
P32,Tutup Mata,Fp1,1,1.439,,0.363,,1.538,,1.848,,0.258,,-0.819,,0.356,,Semua,True
P32,Tutup Mata,Fp2,1,-1.648,,-2.506,,-0.367,,0.326,,-0.329,,-1.187,,0.952,,Semua,True
P32,Tutup Mata,O1,1,-1.738,,-0.343,,-0.45,,-0.648,,-0.947,,0.448,,0.341,,Semua,True
P32,Tutup Mata,O2,1,-3.169,,-5.98,,-4.409,,-3.301,,0.971,,-1.84,,-0.269,,Semua,True
P32,Tutup Mata,P3,1,-3.716,,-3.281,,-2.261,,-2.219,,-0.745,,-0.31,,0.711,,Semua,True
P32,Tutup Mata,P4,1,-2.649,,-4.329,,-3.409,,-2.574,,0.749,,-0.931,,-0.011,,Semua,True
P32,Tutup Mata,T3,1,-1.716,,-3.294,,-2.45,,-2.105,,0.73,,-0.849,,-0.004,,Semua,True
P32,Tutup Mata,T4,1,-3.274,,-3.603,,-2.125,,-1.283,,-0.297,,-0.626,,0.852,,Semua,True
P32,Tutup Mata,T5,1,-1.431,,-0.579,,-1.376,,-1.072,,-0.234,,0.618,,-0.178,,Semua,True
P32,Tutup Mata,T6,1,-1.243,,-3.305,,-2.399,,-1.329,,0.981,,-1.082,,-0.176,,Semua,True
P08,Berdiri,C3,3,-2.244,1.516,-3.337,1.753,-3.87,2.096,-3.747,2.358,0.907,0.914,-0.186,0.161,-0.719,0.629,Agem Kanan,True
P08,Berdiri,C4,3,-1.056,0.701,2.101,1.737,0.922,1.206,-0.129,0.728,-1.9,1.177,1.257,0.654,0.078,0.349,Agem Kanan,True
P08,Berdiri,F3,1,-1.498,,0.929,,0.89,,0.664,,-1.889,,0.538,,0.498,,Agem Kanan,False
P08,Berdiri,F4,4,4.422,1.645,3.122,0.871,0.271,1.011,0.875,0.903,1.409,0.413,0.11,0.456,-2.742,0.636,Agem Kanan,True
P08,Berdiri,F7,1,1.303,,3.921,,1.263,,1.651,,-0.776,,1.842,,-0.816,,Agem Kanan,False
P08,Berdiri,F8,4,5.864,1.485,4.936,1.607,2.061,1.131,1.42,1.494,1.283,0.782,0.355,0.7,-2.521,1.63,Agem Kanan,True
P08,Berdiri,Fp2,4,4.168,1.519,2.415,0.341,0.767,0.407,-1.189,0.619,1.671,0.851,-0.081,0.441,-1.73,1.048,Agem Kanan,True
P08,Berdiri,O1,2,-6.645,6.63,-3.923,3.295,-4.686,4.499,-4.009,5.384,-1.963,2.108,0.758,1.227,-0.004,0.023,Agem Kanan,False
P08,Berdiri,O2,4,3.943,0.155,3.525,0.564,1.756,0.672,1.373,1.117,0.912,0.254,0.494,0.624,-1.276,0.548,Agem Kanan,True
P08,Berdiri,P3,2,-3.812,2.668,-4.278,2.964,-3.349,3.203,-2.063,3.42,-0.208,0.315,-0.674,0.019,0.256,0.219,Agem Kanan,False
P08,Berdiri,P4,3,5.465,2.087,-0.617,1.764,1.055,1.234,-1.212,1.188,2.688,0.75,-3.394,1.95,-1.722,0.713,Agem Kanan,True
P08,Berdiri,T3,1,-1.067,,-1.095,,-1.666,,-0.547,,0.231,,0.203,,-0.368,,Agem Kanan,False
P08,Berdiri,T4,4,9.566,1.095,5.729,1.727,2.207,1.178,1.955,0.766,3.214,0.394,-0.622,0.906,-4.144,0.416,Agem Kanan,True
P08,Berdiri,T5,3,-4.094,2.882,-4.681,3.282,-5.604,2.196,-5.068,2.826,0.596,0.404,0.009,0.901,-0.914,0.74,Agem Kanan,True
P08,Berdiri,T6,4,0.234,1.73,-1.534,0.483,-2.328,0.094,-2.731,1.265,1.283,1.262,-0.484,0.857,-1.279,0.501,Agem Kanan,True
P08,Gerak,C3,2,-1.846,1.306,-8.173,2.97,-7.15,6.506,-9.162,4.741,2.82,1.947,-3.507,0.283,-2.484,3.253,Agem Kanan,False
P08,Gerak,C4,2,5.282,0.278,1.861,2.645,-0.764,2.833,-1.077,4.412,2.231,0.093,-1.19,2.46,-3.815,3.018,Agem Kanan,False
P08,Gerak,F3,3,2.492,5.26,3.005,4.926,3.711,6.908,3.074,5.922,-0.924,0.997,-0.411,1.164,0.295,0.954,Agem Kanan,True
P08,Gerak,F4,2,0.64,4.08,-2.123,1.339,-1.01,0.814,-0.282,0.622,0.683,2.134,-2.08,0.606,-0.967,2.76,Agem Kanan,False
P08,Gerak,F7,3,-1.003,0.966,-3.681,2.293,-3.864,2.142,-4.131,1.701,1.355,0.422,-1.323,2.646,-1.506,1.453,Agem Kanan,True
P08,Gerak,F8,4,-0.119,3.462,-0.996,1.896,-1.63,1.134,-1.188,0.918,0.054,1.56,-0.823,0.99,-1.457,1.86,Agem Kanan,True
P08,Gerak,Fp1,3,-1.282,1.397,-1.862,5.625,-2.05,2.625,-1.491,3.1,-0.109,1.822,-0.688,2.761,-0.876,0.75,Agem Kanan,True
P08,Gerak,Fp2,4,1.064,1.853,1.946,0.839,-1.445,1.678,-1.84,1.699,0.278,1.056,1.16,1.39,-2.231,1.23,Agem Kanan,True
P08,Gerak,O1,4,-2.732,3.281,-2.891,3.885,-5.853,3.756,-5.931,3.299,0.988,1.345,0.829,0.832,-2.133,0.965,Agem Kanan,True
P08,Gerak,O2,2,5.552,2.97,0.654,2.563,-2.144,2.324,-1.625,2.704,3.482,0.178,-1.416,0.229,-4.214,0.468,Agem Kanan,False
P08,Gerak,P3,1,-5.201,,-4.945,,-3.55,,-6.072,,-0.855,,-0.598,,0.796,,Agem Kanan,False
P08,Gerak,P4,2,5.235,1.735,0.51,1.11,1.164,0.857,-0.953,1.428,2.584,0.382,-2.141,0.243,-1.487,0.496,Agem Kanan,False
P08,Gerak,T3,3,-0.146,2.03,-1.365,1.698,1.152,2.304,-0.529,2.13,-0.479,0.249,-1.697,1.446,0.82,0.62,Agem Kanan,True
P08,Gerak,T4,4,3.44,1.04,3.062,1.93,1.426,1.572,1.333,1.286,0.649,0.707,0.271,1.121,-1.364,0.922,Agem Kanan,True
P08,Gerak,T5,2,-11.037,1.899,-10.81,1.205,-11.004,0.778,-10.702,0.12,-0.225,1.387,0.003,0.694,-0.191,1.29,Agem Kanan,False
P08,Gerak,T6,2,1.195,1.191,-3.172,0.607,-5.401,2.382,-6.362,2.454,3.417,0.158,-0.951,0.742,-3.18,1.034,Agem Kanan,False
P08,Naik,C3,2,-1.366,3.154,0.139,2.153,-0.5,6.02,-2.151,6.363,-1.145,1.13,0.36,2.13,-0.279,1.736,Agem Kanan,False
P08,Naik,C4,1,7.618,,5.718,,6.046,,2.541,,1.073,,-0.826,,-0.499,,Agem Kanan,False
P08,Naik,F3,2,-1.471,2.222,1.708,1.176,1.863,4.505,1.1,4.475,-3.265,4.674,-0.087,1.277,0.068,2.052,Agem Kanan,False
P08,Naik,F4,2,5.718,4.006,3.971,5.561,3.559,4.111,1.784,4.562,1.101,0.39,-0.647,1.166,-1.058,0.285,Agem Kanan,False
P08,Naik,F7,3,0.145,2.612,-0.044,3.124,0.457,2.156,0.67,1.826,-0.199,0.527,-0.388,1.18,0.113,0.42,Agem Kanan,True
P08,Naik,F8,4,12.314,2.972,9.283,2.588,7.866,2.597,5.167,2.056,2.096,0.823,-0.934,0.773,-2.352,0.927,Agem Kanan,True
P08,Naik,Fp1,4,0.09,1.404,0.917,1.502,0.082,1.908,-1.033,2.117,-0.414,1.644,0.413,0.697,-0.422,0.385,Agem Kanan,True
P08,Naik,Fp2,4,4.622,3.122,4.922,2.779,2.36,1.972,0.638,2.033,0.5,1.313,0.8,1.056,-1.762,1.083,Agem Kanan,True
P08,Naik,O1,4,0.298,1.778,1.003,0.702,1.704,2.101,0.516,1.706,-1.356,2.474,-0.651,0.809,0.05,0.706,Agem Kanan,True
