participant_id,gerakan,rep,fase,kanal,M0_absolut_theta,M2_relatif_theta,M3_berdiri_theta,M0_absolut_mu,M2_relatif_mu,M3_berdiri_mu,M0_absolut_beta,M2_relatif_beta,M3_berdiri_beta,otot_db,M1_specparam_theta,M1_specparam_mu,M1_specparam_beta,aperiodik_offset_db,M4_otot_theta,M4_otot_mu,M4_otot_beta
P09,Ngeed,2,Berdiri,Fp2,4.951,2.163,1.203,7.252,4.464,3.521,4.37,1.582,1.239,3.331,3.601,5.037,0.601,0.466,1.978,4.411,1.011
P09,Ngeed,2,Berdiri,F8,2.351,-0.384,1.263,5.157,2.422,2.753,1.425,-1.31,0.169,0.135,1.006,4.031,-0.131,3.018,2.23,5.041,1.288
P09,Ngeed,2,Gerak,Fp1,3.377,2.056,2.105,-0.23,-1.551,0.483,1.57,0.249,0.553,1.917,6.045,-0.524,0.497,-6.337,1.666,-1.865,-0.364
P09,Ngeed,2,Gerak,F3,-6.043,-3.569,-5.602,-0.72,1.754,0.731,-4.707,-2.233,-4.102,-4.113,-1.657,5.263,2.229,-1.578,-2.373,2.788,-0.56
P09,Ngeed,2,Gerak,C3,0.777,0.038,-0.063,-3.888,-4.627,-4.063,-0.663,-1.402,-1.8,0.915,1.931,-2.923,0.433,-0.764,-0.04,-4.669,-1.586
P09,Ngeed,2,Gerak,P3,-0.773,-0.058,-3.286,0.189,0.904,-1.725,1.365,2.08,-0.718,2.477,1.117,1.499,1.312,-5.039,-2.983,-1.923,-1.133
P09,Ngeed,2,Gerak,O1,-9.543,-3.975,-11.614,-1.002,4.566,-1.662,-5.938,-0.37,-6.062,-6.565,0.106,7.869,2.926,-7.161,-3.684,4.597,0.682
P09,Ngeed,2,Gerak,F7,0.376,2.46,-3.274,2.507,4.591,-0.999,0.242,2.326,-2.066,-0.037,4.5,4.331,0.503,-8.358,0.409,2.539,0.279
P09,Ngeed,2,Gerak,T5,0.359,2.335,-1.335,-1.683,0.293,-1.734,-2.995,-1.018,-3.24,-4.322,5.319,3.341,0.911,-7.768,4.216,2.003,1.363
P09,Ngeed,2,Gerak,Fp2,0.433,1.753,-3.315,0.459,1.778,-3.273,-0.666,0.654,-3.797,0.83,0.987,2.981,2.981,3.953,-0.308,-0.25,-1.503
P09,Ngeed,2,Gerak,F4,-0.558,0.915,-3.658,-0.066,1.407,-3.871,2.324,3.797,-0.886,0.548,1.309,1.698,2.985,-1.004,-1.047,-0.533,1.771
P09,Ngeed,2,Gerak,C4,3.069,0.847,-0.368,3.192,0.971,1.86,-0.469,-2.691,-1.131,0.958,0.96,3.161,-0.143,1.455,2.214,2.375,-1.436
P09,Ngeed,2,Gerak,P4,-2.6,-1.882,-3.665,1.127,1.845,0.602,-0.833,-0.115,-0.79,-0.26,-0.945,4.597,2.816,-0.23,-2.367,1.349,-0.57
P09,Ngeed,2,Gerak,O2,-1.485,-0.071,-1.954,0.246,1.66,0.14,-1.708,-0.294,-1.316,-2.018,0.294,2.718,1.764,0.828,0.315,1.967,0.326
P09,Ngeed,2,Gerak,T6,-0.861,-0.204,-2.287,0.131,0.788,-1.671,2.772,3.428,-0.357,5.834,0.417,1.479,3.16,-1.49,-6.067,-4.844,-3.111
P09,Ngeed,2,Tahan,Fp1,-7.174,-3.174,-8.445,-4.407,-0.408,-3.694,-1.472,2.527,-2.488,-1.831,-1.929,-0.511,1.289,-8.651,-5.539,-2.846,0.374
P09,Ngeed,2,Tahan,F7,-6.491,-4.926,-10.141,-1.489,0.076,-4.995,-4.905,-3.34,-7.214,-4.377,-1.6,2.935,-0.396,-4.683,-2.585,2.244,-0.492
P09,Ngeed,2,Tahan,T5,-9.251,-4.12,-10.944,-8.063,-2.931,-8.114,-4.814,0.318,-5.059,-4.294,-1.287,-1.464,0.775,-10.813,-5.419,-4.4,-0.484
P09,Ngeed,3,Berdiri,Fp1,-0.788,-1.413,-2.06,-2.177,-2.802,-1.464,2.732,2.107,1.716,2.412,2.363,-1.319,0.589,-9.347,-2.941,-4.235,0.3
P09,Ngeed,3,Berdiri,F3,-6.7,-2.361,-6.259,-7.104,-2.764,-5.653,-3.533,0.807,-2.928,-3.11,-1.626,-2.155,0.428,-7.36,-3.925,-4.452,-0.397
P09,Ngeed,3,Berdiri,C3,-2.657,-2.036,-3.498,-4.797,-4.175,-4.971,1.877,2.498,0.739,2.23,0.219,-3.187,0.59,-7.729,-4.648,-6.699,-0.372
P09,Ngeed,3,Berdiri,P3,-2.657,-1.268,-5.17,0.227,1.616,-1.688,1.241,2.63,-0.842,2.48,-0.643,0.61,-0.084,-5.794,-4.87,-1.888,-1.259
P09,Ngeed,3,Berdiri,O1,0.518,1.305,-1.553,0.677,1.465,0.017,-0.787,0.0,-0.911,-1.645,0.828,0.942,0.225,2.101,1.986,2.081,0.872
P09,Ngeed,3,Berdiri,F7,0.482,-0.858,-3.168,3.543,2.202,0.036,2.523,1.183,0.215,2.029,-0.117,1.89,0.914,0.307,-1.328,1.812,0.478
P09,Ngeed,3,Berdiri,T3,-5.012,-0.32,-6.831,-6.02,-1.329,-5.123,-1.616,3.075,-1.751,-0.813,1.159,-1.471,0.781,-11.192,-4.287,-5.327,-0.796
P09,Ngeed,3,Berdiri,T5,-2.405,-2.086,-4.098,-4.695,-4.375,-4.745,1.185,1.505,0.94,1.267,0.594,-1.977,1.773,-5.032,-3.536,-5.775,-0.093
P09,Ngeed,3,Berdiri,Fp2,2.419,-0.185,-1.329,1.25,-1.354,-2.481,3.094,0.49,-0.037,4.113,-0.384,-0.706,1.76,1.848,-1.252,-2.257,-1.053
P09,Ngeed,3,Berdiri,F4,-5.007,-1.303,-8.107,-5.853,-2.149,-9.658,-1.268,2.435,-4.478,-1.162,0.145,-1.466,2.268,-7.128,-3.97,-4.862,-0.097
P09,Ngeed,3,Berdiri,C4,-2.196,-0.687,-5.634,-3.011,-1.502,-4.343,-0.67,0.838,-1.332,-0.576,-0.434,-0.806,0.61,-3.845,-1.683,-2.52,-0.09
P09,Ngeed,3,Berdiri,P4,-6.863,-1.654,-7.928,-5.534,-0.325,-6.059,0.31,5.519,0.352,0.712,0.489,-0.734,0.447,-13.435,-7.499,-6.141,-0.409
P09,Ngeed,3,Berdiri,O2,-2.757,-0.206,-3.225,-3.944,-1.393,-4.05,0.238,2.789,0.63,1.348,0.525,-1.472,0.218,-7.91,-3.96,-5.094,-1.121
P09,Ngeed,3,Berdiri,T4,-2.0,-0.599,-4.007,-2.383,-0.983,-3.02,-0.974,0.426,-1.579,0.084,-0.265,-0.479,2.327,-1.21,-2.074,-2.455,-1.059
P09,Ngeed,3,Gerak,Fp2,4.161,-0.427,0.414,4.636,0.047,0.904,1.594,-2.994,-1.537,-1.156,-4.992,3.232,-0.308,5.832,5.193,5.622,2.76
P09,Ngeed,3,Gerak,F4,-7.233,-2.425,-10.334,-3.628,1.18,-7.434,-4.308,0.5,-7.518,-4.731,-0.607,4.695,3.686,-3.313,-3.011,0.407,0.463
P09,Ngeed,3,Gerak,P4,4.068,-1.02,3.003,4.21,-0.877,3.685,-0.097,-5.185,-0.055,-2.375,-1.605,5.846,2.726,8.207,6.187,6.235,2.297
P09,Ngeed,3,Gerak,O2,-3.563,2.017,-4.031,-2.941,2.638,-3.047,-4.806,0.774,-4.414,-3.832,4.683,4.941,0.624,-13.873,-0.143,0.327,-0.942
P09,Ngeed,3,Gerak,T4,-9.742,-1.927,-11.75,-5.5,2.316,-6.137,-8.496,-0.681,-9.101,-6.55,0.607,6.055,4.149,-6.799,-3.897,0.086,-1.892
P09,Ngeed,3,Naik,Fp1,-7.035,-5.501,-8.307,-2.051,-0.516,-1.338,1.187,2.722,0.171,1.291,-3.28,0.314,3.296,-3.412,-8.187,-3.152,-0.115
P09,Ngeed,3,Naik,F3,-7.678,-4.836,-7.237,-2.614,0.228,-1.162,-0.799,2.043,-0.194,0.624,-1.882,0.585,2.38,-8.274,-8.234,-3.145,-1.427
P09,Ngeed,3,Naik,C3,-1.771,-1.13,-2.612,0.649,1.29,0.475,1.647,2.288,0.51,2.762,-0.025,2.583,1.316,-3.153,-4.237,-1.707,-1.138
P09,Ngeed,3,Naik,F7,-10.388,-6.409,-14.038,-2.706,1.273,-6.212,-2.993,0.986,-5.302,-2.168,-1.901,4.348,2.859,-9.315,-8.454,-0.857,-0.807
P09,Ngeed,3,Naik,T5,-6.271,-1.072,-7.965,-1.233,3.966,-1.284,-4.298,0.902,-4.543,-3.465,3.461,7.188,2.162,-13.795,-3.179,1.722,-0.803
P09,Ngeed,3,Naik,Fp2,-6.782,-1.76,-10.529,-1.427,3.595,-5.158,-0.328,4.694,-3.459,1.387,-0.454,4.134,2.714,-8.52,-8.019,-2.61,-1.726
P09,Ngeed,3,Naik,F4,-4.741,-0.233,-7.841,1.59,6.098,-2.215,-1.071,3.437,-4.28,1.047,0.628,5.943,1.426,-9.356,-5.675,0.698,-2.126
P09,Ngeed,3,Naik,P4,-2.426,0.63,-3.491,-7.796,-4.74,-8.321,-2.379,0.677,-2.336,-0.086,2.135,-3.336,4.151,-2.647,-2.35,-7.723,-2.292
P09,Ngeed,3,Naik,O2,-7.879,-1.988,-8.347,-5.048,0.842,-5.154,-2.908,2.983,-2.516,-0.97,1.257,1.209,2.561,-10.252,-7.013,-4.221,-1.93
P09,Ngeed,3,Tahan,Fp1,-1.664,-0.765,-2.936,0.728,1.627,1.442,1.741,2.64,0.725,0.644,2.684,3.419,0.496,-13.946,-2.238,0.179,1.092
P09,Ngeed,3,Tahan,F3,-6.707,-1.449,-6.266,-5.644,-0.386,-4.192,-3.404,1.854,-2.799,-3.27,0.563,1.004,1.351,-10.586,-3.789,-2.855,-0.106
P09,Ngeed,3,Tahan,C3,-0.565,-0.046,-1.405,-0.464,0.054,-0.639,-0.973,-0.454,-2.111,-0.672,0.429,0.805,0.094,-0.543,0.035,0.109,-0.296
P09,Ngeed,3,Tahan,P3,-0.673,-1.767,-3.187,4.901,3.807,2.986,3.444,2.35,1.361,1.232,-0.049,4.137,0.639,-3.443,-1.773,3.85,2.202
P09,Ngeed,3,Tahan,O1,-3.905,0.723,-5.976,0.197,4.824,-0.463,-1.904,2.724,-2.028,-2.865,1.267,4.476,1.474,-4.69,-1.348,2.641,0.985
P09,Ngeed,3,Tahan,F7,-2.035,-1.002,-5.685,1.372,2.406,-2.134,1.602,2.635,-0.707,0.617,-0.285,1.756,-0.066,-4.188,-2.586,0.846,0.979
P09,Ngeed,3,Tahan,T3,-3.02,1.706,-4.839,-3.887,0.84,-2.989,-2.445,2.282,-2.58,-2.446,4.057,1.557,1.324,-10.41,-0.838,-1.801,0.021
P09,Ngeed,3,Tahan,T5,-3.338,1.263,-5.032,-3.346,1.255,-3.397,-1.883,2.718,-2.129,-2.159,3.427,1.388,0.261,-11.214,-1.412,-1.505,0.294
P09,Ngeed,3,Tahan,Fp2,-2.508,1.774,-6.256,-0.98,3.301,-4.712,3.275,7.556,0.144,3.011,2.766,0.635,0.81,-13.534,-5.195,-3.548,0.239
P09,Ngeed,3,Tahan,F4,-1.418,1.428,-4.518,-0.698,2.148,-4.503,2.735,5.581,-0.475,1.267,4.243,1.396,0.961,-12.803,-2.549,-1.779,1.457
P09,Ngeed,3,Tahan,C4,-4.22,-2.418,-7.658,0.265,2.068,-1.067,0.507,2.31,-0.154,-0.664,-0.688,2.08,0.316,-6.796,-3.628,0.831,1.176
P09,Ngeed,3,Tahan,P4,-5.681,1.085,-6.747,-3.976,2.791,-4.501,-2.742,4.024,-2.7,-2.295,1.766,1.583,0.596,-11.65,-3.634,-2.019,-0.428
P09,Ngeed,3,Tahan,O2,-3.907,1.217,-4.376,-4.007,1.117,-4.113,-2.795,2.33,-2.403,-2.798,1.733,0.52,0.428,-8.291,-1.411,-1.621,0.026
P09,Ngeed,3,Tahan,T4,-6.307,-2.52,-8.314,-0.885,2.902,-1.522,1.064,4.851,0.459,2.422,-0.775,1.792,0.683,-13.251,-8.468,-2.95,-1.378
P09,Ngeed,3,Tahan,T6,-8.248,-2.846,-9.674,-5.062,0.339,-6.864,-1.774,3.628,-4.903,0.296,-2.622,-0.244,1.539,-10.506,-8.511,-5.315,-2.072
P09,Ngeed,4,Berdiri,Fp1,0.562,-0.461,-0.71,-3.821,-4.844,-3.107,-3.473,-4.497,-4.489,-3.506,-0.768,-1.885,1.087,6.702,3.691,-0.831,0.062
P09,Ngeed,4,Berdiri,F7,2.164,-0.482,-1.486,-1.149,-3.795,-4.655,1.403,-1.243,-0.905,2.175,0.29,-1.858,1.301,2.652,0.224,-3.003,-0.789
P09,Ngeed,4,Berdiri,Fp2,5.76,1.69,2.012,3.707,-0.363,-0.025,6.513,2.443,3.381,7.851,2.933,-0.374,0.408,-4.213,-1.246,-2.99,-1.404
P09,Ngeed,4,Gerak,Fp1,0.474,0.175,-0.798,-2.148,-2.446,-1.434,3.45,3.151,2.434,4.221,3.158,-0.002,3.634,-6.639,-3.293,-5.748,-0.807
P09,Ngeed,4,Gerak,F3,-5.94,-2.309,-5.499,-0.114,3.517,1.337,-0.663,2.968,-0.058,1.022,1.425,5.239,0.364,-13.844,-6.852,-0.986,-1.694
P09,Ngeed,4,Gerak,C3,-3.126,-0.374,-3.967,-4.228,-1.477,-4.403,0.834,3.586,-0.303,2.503,0.613,-0.959,2.069,-6.007,-5.36,-6.363,-1.69
P09,Ngeed,4,Gerak,P3,3.112,1.445,0.599,2.576,0.908,0.662,4.444,2.776,2.361,4.043,11.167,4.928,4.623,-14.105,-0.496,-0.873,0.367
P09,Ngeed,4,Gerak,O1,-1.364,1.547,-3.436,-1.168,1.744,-1.828,4.151,7.062,4.026,3.017,3.393,3.066,7.468,-0.898,-4.056,-3.74,1.109
P09,Ngeed,4,Gerak,F7,3.284,1.679,-0.366,4.597,2.992,1.091,2.668,1.063,0.359,0.236,5.34,4.115,0.617,-1.557,3.073,4.395,2.429
P09,Ngeed,4,Gerak,T5,-1.937,-1.513,-3.63,1.469,1.893,1.418,0.702,1.126,0.456,0.799,-0.021,1.561,1.318,-2.908,-2.65,0.787,-0.104
P09,Ngeed,4,Gerak,Fp2,2.456,1.954,-1.292,-0.714,-1.216,-4.446,4.862,4.36,1.731,4.943,2.633,-3.922,-0.054,-5.015,-1.955,-4.93,-0.122
P09,Ngeed,4,Gerak,F4,-0.004,0.127,-3.105,-0.471,-0.34,-4.276,4.508,4.639,1.299,4.8,2.037,0.137,2.064,-10.491,-4.288,-4.565,-0.332
P09,Ngeed,4,Gerak,P4,-4.808,-5.017,-5.873,1.296,1.086,0.771,2.756,2.547,2.798,2.9,-1.735,0.538,0.285,-9.454,-7.396,-1.178,-0.168
P09,Ngeed,4,Gerak,O2,3.147,-1.162,2.679,2.949,-1.359,2.843,4.878,0.569,5.27,4.808,-0.594,-0.178,2.564,5.561,-1.144,-1.152,0.029
P09,Ngeed,4,Gerak,T4,4.369,2.225,2.361,0.023,-2.121,-0.614,2.895,0.751,2.29,4.479,5.201,1.405,3.514,-2.126,0.372,-3.797,-1.621
P09,Ngeed,4,Gerak,T6,1.631,-2.456,0.204,3.985,-0.102,2.183,10.092,6.005,6.963,11.957,-2.349,0.94,4.227,-2.517,-9.04,-6.213,-1.965
P09,Ngeed,4,Naik,Fp1,-0.157,0.908,-1.429,0.845,1.91,1.558,0.783,1.848,-0.233,1.549,3.655,-1.621,0.436,-9.56,-1.54,-0.477,-0.779
P09,Ngeed,4,Naik,F3,-8.963,-2.501,-8.522,-1.52,4.942,-0.069,-5.851,0.612,-5.246,-4.317,1.063,7.951,2.469,-11.25,-5.111,2.161,-1.498
P09,Ngeed,4,Naik,C3,1.152,2.317,0.312,1.268,2.433,1.093,-0.771,0.394,-1.909,-0.161,6.97,6.175,2.589,-6.499,1.296,1.405,-0.609
P09,Ngeed,4,Naik,P3,-0.24,-0.305,-2.754,4.602,4.537,2.687,-2.055,-2.121,-4.139,-3.087,3.038,8.895,2.923,1.299,2.515,7.234,1.057
P09,Ngeed,4,Naik,O1,-5.843,-0.051,-7.914,-2.275,3.516,-2.935,-5.683,0.109,-5.807,-4.726,0.21,4.142,1.982,-2.915,-1.626,1.755,-0.917
P09,Ngeed,4,Naik,F7,2.317,-0.872,-1.333,4.598,1.41,1.092,0.956,-2.233,-1.353,-0.05,-0.152,2.419,-1.144,7.243,2.361,4.641,1.006
P09,Ngeed,4,Naik,T3,-6.365,-1.007,-8.183,-1.671,3.686,-0.774,-2.684,2.674,-2.819,-1.631,3.522,6.61,3.325,-14.551,-4.91,-0.281,-1.04
P09,Ngeed,4,Naik,T5,-9.787,-1.838,-11.48,-4.573,3.376,-4.624,-3.679,4.27,-3.924,-1.93,-0.267,3.477,1.487,-13.917,-8.065,-2.927,-1.732
P09,Ngeed,4,Naik,Fp2,-4.919,-0.215,-8.667,-0.246,4.457,-3.978,3.427,8.13,0.296,4.588,0.943,1.327,3.552,-12.624,-9.013,-4.159,-1.199
P09,Ngeed,4,Naik,F4,-4.342,0.959,-7.443,-0.892,4.409,-4.698,0.95,6.251,-2.26,0.492,3.777,4.819,3.062,-15.992,-4.781,-1.312,0.454
P09,Ngeed,4,Naik,C4,-7.147,-1.689,-10.584,-1.406,4.052,-2.739,-4.025,1.433,-4.687,-3.163,-0.368,3.647,-0.714,-10.701,-4.324,1.291,-0.836
P09,Ngeed,4,Naik,P4,-10.923,-1.559,-11.988,-5.758,3.606,-6.283,-4.308,5.057,-4.265,-4.44,0.676,6.249,5.816,-12.644,-6.961,-1.972,0.169
P09,Ngeed,4,Naik,O2,-10.438,-4.78,-10.906,-4.987,0.67,-5.093,-6.473,-0.815,-6.08,-3.991,-2.64,2.693,0.293,-8.016,-6.876,-1.583,-2.448
P09,Ngeed,4,Naik,F8,-2.469,3.078,-3.557,-1.288,4.259,-3.692,-0.577,4.971,-1.833,0.628,6.607,5.407,2.528,-16.662,-3.029,-1.824,-1.21
P09,Ngeed,4,Naik,T4,-14.489,-0.033,-16.497,-10.661,3.795,-11.298,-9.034,5.422,-9.639,-6.507,4.719,3.762,0.357,-31.652,-8.683,-5.111,-2.473
P09,Ngeed,4,Naik,T6,-3.857,1.8,-5.284,-0.33,5.327,-2.132,-2.663,2.994,-5.791,-3.238,3.326,5.435,2.081,-9.158,-0.968,2.432,0.602
P09,Ngeed,4,Tahan,Fp1,-2.976,-0.981,-4.248,-2.029,-0.033,-1.315,0.486,2.481,-0.53,1.27,-0.471,-0.753,0.015,-5.685,-4.11,-3.112,-0.795
P09,Ngeed,4,Tahan,O1,-7.524,-0.019,-9.595,-4.077,3.427,-4.738,-4.189,3.315,-4.313,-3.751,-0.039,1.168,-0.331,-11.889,-4.176,-0.878,-0.407
P09,Ngeed,4,Tahan,F7,-1.591,-2.994,-5.241,-0.053,-1.456,-3.559,2.809,1.406,0.501,3.337,-1.763,-0.433,1.276,-1.004,-4.568,-2.899,-0.556
P09,Ngeed,4,Tahan,T3,-8.008,-3.27,-9.826,-6.48,-1.742,-5.582,-2.345,2.393,-2.48,-0.847,-0.978,-1.028,1.155,-11.065,-7.252,-5.757,-1.491
P09,Ngeed,4,Tahan,Fp2,-9.301,-2.983,-13.049,-2.667,3.651,-6.399,1.546,7.864,-1.585,2.864,-1.896,1.13,1.209,-17.94,-11.857,-5.11,-1.342
P09,Ngeed,4,Tahan,C4,-6.041,-0.671,-9.479,-5.879,-0.508,-7.211,-2.961,2.41,-3.622,-1.803,0.068,-0.838,2.485,-6.895,-4.432,-4.341,-1.143
P31,Agem Kanan,1,Berdiri,Fp1,0.461,0.454,0.771,-2.522,-2.528,0.472,-1.141,-1.148,1.342,-3.161,1.276,-0.303,0.938,2.475,3.229,0.582,1.927
P31,Agem Kanan,1,Berdiri,F3,0.593,-1.781,-1.363,1.052,-1.322,1.794,0.239,-2.135,0.827,0.726,-0.08,1.261,1.155,2.675,-0.043,0.339,-0.466
P31,Agem Kanan,1,Berdiri,C3,3.653,-0.267,-2.416,1.405,-2.516,-1.62,1.092,-2.828,-0.082,1.244,-0.6,-0.836,0.496,8.996,2.563,0.183,-0.115
P31,Agem Kanan,1,Berdiri,P3,0.566,-1.538,0.512,-0.869,-2.973,0.798,-0.456,-2.56,0.621,-1.006,-1.516,-1.223,0.667,6.836,1.447,0.118,0.52
P31,Agem Kanan,1,Berdiri,F7,5.925,0.646,3.427,4.777,-0.503,3.735,5.672,0.393,4.452,5.366,2.683,0.454,1.486,2.899,1.226,-0.49,0.465
P31,Agem Kanan,1,Berdiri,T3,0.925,0.565,-1.648,-0.087,-0.446,1.812,-2.751,-3.111,-1.39,-3.471,0.347,0.133,0.816,6.323,3.965,3.321,0.618
P31,Agem Kanan,1,Berdiri,Fp2,10.219,2.0,2.626,10.952,2.733,4.707,8.88,0.661,3.955,8.066,1.907,2.989,0.956,9.325,3.155,3.034,1.052
P31,Agem Kanan,1,Berdiri,F4,8.511,2.006,4.002,6.315,-0.19,5.007,3.964,-2.541,2.827,5.113,3.037,1.408,0.741,8.658,4.033,1.295,-0.999
P31,Agem Kanan,1,Berdiri,C4,4.993,0.529,2.574,2.546,-1.917,3.493,3.676,-0.788,4.017,3.942,0.897,-0.775,0.209,2.873,1.541,-1.323,-0.15
P31,Agem Kanan,1,Berdiri,P4,13.173,3.271,5.737,12.76,2.859,5.525,9.464,-0.437,3.127,9.429,4.937,3.634,0.092,7.148,4.915,3.504,0.313
P31,Agem Kanan,1,Berdiri,O2,9.918,2.062,4.394,6.893,-0.964,4.243,6.377,-1.48,3.512,6.526,0.623,-1.017,-0.845,10.854,4.203,0.487,0.043
P31,Agem Kanan,1,Berdiri,T4,13.143,0.386,2.743,11.026,-1.732,2.309,14.739,1.982,5.757,15.873,1.621,-0.783,1.929,9.719,-0.757,-4.556,-0.666
P31,Agem Kanan,1,Gerak,Fp1,-1.749,-1.119,-1.439,-1.643,-1.012,1.35,1.939,2.57,4.422,1.21,2.242,1.685,2.873,-7.574,-2.809,-2.831,0.764
P31,Agem Kanan,1,Gerak,F3,-1.065,1.523,-3.021,-0.375,2.213,0.367,-5.666,-3.079,-5.078,-4.82,3.263,3.822,0.845,-1.614,3.156,4.356,-0.988
P31,Agem Kanan,1,Gerak,C3,0.327,0.957,-5.742,0.791,1.42,-2.234,-2.55,-1.92,-3.725,-3.705,2.746,3.776,1.156,0.193,3.572,4.428,1.046
P31,Agem Kanan,1,Gerak,P3,-0.143,1.571,-0.197,0.03,1.744,1.698,-5.56,-3.845,-4.483,-6.308,2.835,3.286,0.861,1.281,5.381,6.222,0.562
P31,Agem Kanan,1,Gerak,O1,1.389,3.506,2.633,-6.253,-4.135,-2.713,-2.891,-0.773,-0.039,-1.812,5.939,-2.733,-0.841,-7.573,2.976,-4.474,-1.132
P31,Agem Kanan,1,Gerak,F7,3.22,0.735,0.722,3.196,0.711,2.153,2.104,-0.381,0.883,0.523,3.448,4.607,2.067,-0.658,2.762,2.682,1.597
P31,Agem Kanan,1,Gerak,T3,5.752,4.186,3.179,-2.647,-4.213,-0.749,0.157,-1.408,1.518,0.572,5.521,-0.987,1.468,1.623,5.251,-3.208,-0.397
P31,Agem Kanan,1,Gerak,T5,4.556,2.439,2.657,2.291,0.174,4.151,-1.507,-3.624,0.613,-5.088,4.393,3.71,1.147,5.498,9.012,7.285,3.431
P31,Agem Kanan,1,Gerak,C4,-0.8,-1.025,-3.219,-0.536,-0.76,0.411,1.986,1.761,2.327,1.641,0.508,0.604,1.799,-2.671,-2.238,-2.147,0.393
P31,Agem Kanan,1,Gerak,O2,5.541,-0.556,0.017,9.02,2.922,6.37,7.552,1.455,4.687,7.566,2.813,4.617,0.735,-2.082,-1.085,1.592,0.208
P31,Agem Kanan,1,Gerak,F8,-3.813,-1.717,-5.696,-1.058,1.037,1.042,-1.578,0.518,-0.179,-0.461,-0.356,0.809,0.069,-6.389,-3.409,-0.606,-1.13
P31,Agem Kanan,1,Gerak,T4,8.304,-0.416,-2.096,9.354,0.634,0.637,7.602,-1.118,-1.381,7.563,1.674,2.566,3.77,12.654,1.681,1.93,0.262
P31,Agem Kanan,1,Naik,Fp1,-2.573,0.446,-2.263,-7.126,-4.107,-4.132,-4.612,-1.593,-2.129,-5.524,0.421,-1.073,3.529,4.557,2.265,-1.703,0.749
P31,Agem Kanan,1,Naik,F3,12.262,3.613,10.307,8.613,-0.035,9.356,-0.696,-9.344,-0.108,-1.034,8.75,5.863,2.463,14.662,13.167,9.628,0.308
P31,Agem Kanan,1,Naik,C3,6.331,2.045,0.263,2.273,-2.013,-0.751,-1.717,-6.003,-2.891,-1.43,3.356,1.632,1.052,10.096,7.583,3.677,-0.329
P31,Agem Kanan,1,Naik,P3,1.669,0.363,1.615,-7.266,-8.572,-5.598,-2.853,-4.158,-1.776,-2.805,8.971,-2.529,-0.061,-11.948,4.126,-4.512,-0.13
P31,Agem Kanan,1,Naik,O1,-1.771,-0.847,-0.528,-4.809,-3.884,-1.269,-3.061,-2.136,-0.209,-2.593,0.06,-1.345,1.304,2.159,0.5,-2.263,-0.544
P31,Agem Kanan,1,Naik,F7,0.942,1.476,-1.556,-2.209,-1.675,-3.251,-4.961,-4.428,-6.182,-4.732,2.597,3.858,4.623,9.31,5.087,2.437,-0.368
P31,Agem Kanan,1,Naik,T3,1.143,2.041,-1.429,-4.293,-3.395,-2.395,-4.858,-3.961,-3.498,-4.382,3.485,-0.745,1.806,4.023,4.981,0.009,-0.605
P31,Agem Kanan,1,Naik,Fp2,7.897,-0.921,0.304,11.788,2.97,5.542,8.818,0.0,3.892,10.002,-1.347,3.607,0.596,9.004,-0.863,1.969,-0.89
P31,Agem Kanan,1,Naik,F4,0.191,-0.182,-4.318,2.392,2.019,1.084,0.472,0.099,-0.665,-1.599,3.961,7.733,4.424,-4.298,1.592,3.962,2.023
P31,Agem Kanan,1,Naik,C4,1.33,3.39,-1.089,-5.642,-3.581,-4.695,-3.012,-0.952,-2.671,-4.209,4.424,0.027,2.796,-1.222,5.016,-1.51,1.073
P31,Agem Kanan,1,Naik,P4,8.86,-1.653,1.424,14.17,3.657,6.935,9.869,-0.644,3.531,7.462,4.78,11.587,9.709,7.787,2.324,6.844,2.627
P31,Agem Kanan,1,Naik,O2,4.91,1.244,-0.615,4.941,1.275,2.292,5.239,1.573,2.374,4.097,4.945,1.39,4.691,-3.029,1.321,0.919,1.262
P31,Agem Kanan,1,Naik,F8,0.037,1.427,-1.847,-3.287,-1.897,-1.187,0.007,1.397,1.406,0.333,3.819,-0.165,4.886,-1.402,-0.256,-3.615,-0.317
P31,Agem Kanan,1,Naik,T4,6.973,-3.309,-3.427,8.468,-1.815,-0.249,6.358,-3.925,-2.625,5.503,-2.738,1.465,5.83,18.762,2.153,3.065,1.016
P31,Agem Kanan,1,Naik,T6,12.881,1.403,2.828,12.906,1.428,6.277,10.839,-0.639,3.699,10.717,4.027,4.145,4.122,12.581,3.495,2.385,0.437
P31,Agem Kanan,1,Tahan,Fp1,-4.734,0.49,-4.424,-6.866,-1.641,-3.872,-4.238,0.986,-1.755,-3.664,1.902,0.009,1.962,-5.995,-1.525,-3.269,-0.682
P31,Agem Kanan,1,Tahan,F3,-2.884,-2.575,-4.84,-5.099,-4.789,-4.357,-4.317,-4.007,-3.729,-1.623,-1.659,-1.765,1.0,3.767,-1.463,-3.506,-2.742
P31,Agem Kanan,1,Tahan,C3,1.802,1.902,-4.266,-2.67,-2.57,-5.695,0.003,0.103,-1.172,1.174,2.907,-0.468,2.38,0.28,0.774,-3.822,-1.136
P31,Agem Kanan,1,Tahan,P3,-3.226,-1.433,-3.28,-5.139,-3.346,-3.472,-4.592,-2.799,-3.516,-3.527,-1.801,-1.256,1.396,2.762,-0.137,-1.677,-1.169
