participant_id,gerakan,rep,fase,kanal,M0_absolut_theta,M2_relatif_theta,M3_berdiri_theta,M0_absolut_mu,M2_relatif_mu,M3_berdiri_mu,M0_absolut_beta,M2_relatif_beta,M3_berdiri_beta,otot_db,M1_specparam_theta,M1_specparam_mu,M1_specparam_beta,aperiodik_offset_db,M4_otot_theta,M4_otot_mu,M4_otot_beta
P32,Agem Kanan,1,Tahan,T3,5.267,-0.451,3.5,6.191,0.473,5.689,4.653,-1.065,4.047,3.226,0.997,3.121,2.4,7.371,3.31,4.069,1.709
P32,Agem Kanan,1,Tahan,Fp2,2.924,1.355,0.998,0.677,-0.891,0.096,0.418,-1.15,-1.696,-0.114,0.933,0.122,0.731,4.829,2.993,0.752,0.523
P32,Agem Kanan,1,Tahan,P4,3.374,0.531,0.587,1.563,-1.281,0.306,3.121,0.277,0.575,2.005,0.1,-0.728,-0.056,3.409,2.158,0.243,1.291
P32,Agem Kanan,1,Tahan,T4,3.863,1.036,-0.868,1.365,-1.462,-2.403,5.494,2.667,0.729,4.246,3.185,-0.916,2.006,-1.452,1.288,-1.428,1.62
P32,Agem Kanan,1,Tahan,T6,-0.322,-0.994,-4.942,-2.835,-3.506,-4.092,-0.086,-0.758,-2.003,-1.046,-1.027,-2.187,0.371,1.729,0.312,-2.147,0.868
P32,Agem Kanan,2,Berdiri,P3,-6.049,-2.783,-9.801,-3.98,-0.714,-5.439,-1.864,1.402,-4.508,-1.999,-2.239,-0.08,1.405,-4.206,-4.837,-2.665,-0.04
P32,Agem Kanan,2,Berdiri,O1,-3.911,-1.728,-4.604,-2.4,-0.217,-3.295,-1.239,0.945,-1.001,-1.923,-0.736,0.808,1.388,-3.586,-2.744,-1.135,0.517
P32,Agem Kanan,2,Berdiri,T5,-7.028,-4.539,-9.968,-4.129,-1.64,-5.202,-3.517,-1.029,-4.273,-3.369,-3.324,-0.479,-0.351,-4.41,-4.984,-1.912,-0.443
P32,Agem Kanan,2,Berdiri,F4,1.991,0.378,-3.153,3.45,1.836,-0.108,2.265,0.651,-1.874,3.177,0.638,0.895,-0.572,-0.728,0.064,1.36,-0.635
P32,Agem Kanan,2,Berdiri,F8,-0.77,0.672,-3.871,-0.921,0.522,-0.574,-2.03,-0.588,-3.095,-1.19,0.364,0.146,-0.15,-0.567,-0.049,-0.138,-0.945
P32,Agem Kanan,2,Gerak,F3,-4.694,-4.758,-8.599,-2.19,-2.253,-4.508,0.486,0.423,-3.218,1.503,-6.979,0.835,0.613,-8.398,-5.606,-3.178,-0.885
P32,Agem Kanan,2,Gerak,C3,7.05,2.934,1.682,1.68,-2.436,-0.345,2.837,-1.28,-0.242,1.951,3.118,-3.187,-0.122,5.549,5.867,0.397,1.057
P32,Agem Kanan,2,Gerak,P3,2.282,-0.393,-1.469,4.03,1.354,2.571,0.077,-2.599,-2.567,-0.475,-0.626,3.953,1.441,7.026,2.571,4.343,0.51
P32,Agem Kanan,2,Gerak,O1,5.347,1.596,4.653,6.049,2.298,5.154,1.462,-2.289,1.7,-0.652,4.599,5.313,0.936,0.378,5.742,6.477,2.056
P32,Agem Kanan,2,Gerak,T3,2.366,2.562,0.598,0.575,0.772,0.073,-4.126,-3.93,-4.733,-4.977,3.878,4.656,0.988,2.79,5.384,3.85,0.415
P32,Agem Kanan,2,Gerak,T5,-0.502,-1.761,-3.442,1.517,0.258,0.443,0.965,-0.294,0.209,2.115,-0.541,2.577,2.646,1.645,-1.785,0.125,-0.965
P32,Agem Kanan,2,Gerak,F4,6.212,-0.035,1.069,9.503,3.256,5.946,4.949,-1.299,0.81,3.263,3.727,9.41,4.894,8.289,4.233,7.356,1.971
P32,Agem Kanan,2,Gerak,F8,3.794,0.427,0.693,5.155,1.789,5.502,0.893,-2.473,-0.172,-0.768,3.666,8.339,4.944,8.044,4.259,5.661,1.594
P32,Agem Kanan,2,Naik,F3,9.121,0.528,5.216,5.782,-2.811,3.464,5.194,-3.399,1.49,4.565,0.365,-1.529,-0.324,13.586,6.352,2.779,1.028
P32,Agem Kanan,2,Naik,F7,4.307,0.128,1.998,3.612,-0.567,1.976,2.35,-1.829,0.304,-2.609,2.274,4.519,3.208,9.499,5.89,5.329,4.731
P32,Agem Kanan,2,Naik,T3,7.511,1.558,5.744,1.335,-4.619,0.832,3.421,-2.532,2.815,3.752,3.209,-2.081,1.285,7.131,5.235,-1.134,-0.003
P32,Agem Kanan,2,Naik,T5,8.233,2.206,5.293,7.024,0.997,5.95,1.453,-4.575,0.697,0.9,1.055,3.511,1.86,17.205,7.687,6.432,0.632
P32,Agem Kanan,2,Naik,Fp2,1.989,-1.736,0.063,4.369,0.643,3.788,2.373,-1.353,0.259,1.106,1.246,4.432,3.565,2.576,1.318,3.641,1.364
P32,Agem Kanan,2,Naik,C4,5.862,1.506,2.985,1.201,-3.155,0.229,2.509,-1.847,1.241,2.269,1.062,-2.709,1.789,11.163,4.486,-0.291,0.439
P32,Agem Kanan,2,Naik,P4,1.465,-1.614,-1.321,0.279,-2.8,-0.977,5.585,2.506,3.039,0.384,-0.532,-0.956,3.423,1.495,1.233,0.027,5.235
P32,Agem Kanan,2,Naik,O2,5.472,1.588,-0.57,5.27,1.387,0.24,4.743,0.86,-0.212,3.391,1.879,1.793,2.105,4.785,3.415,3.039,1.648
P32,Agem Kanan,2,Naik,F8,0.356,-4.532,-2.744,5.281,0.393,5.628,3.172,-1.716,2.108,0.505,-0.877,4.998,1.77,3.244,0.05,4.949,2.711
P32,Agem Kanan,2,Naik,T4,7.927,2.752,3.196,3.738,-1.438,-0.031,2.133,-3.043,-2.631,1.811,5.18,1.576,1.544,6.768,6.829,2.547,0.481
P32,Agem Kanan,2,Naik,T6,7.618,3.238,2.997,2.158,-2.222,0.9,0.912,-3.467,-1.004,0.076,6.037,1.532,0.577,4.73,7.571,2.108,0.843
P32,Agem Kanan,2,Tahan,C3,12.187,3.801,6.819,6.398,-1.989,4.372,4.239,-4.147,1.16,3.947,5.843,2.076,1.892,9.865,9.793,3.801,0.637
P32,Agem Kanan,2,Tahan,P3,7.605,1.356,3.854,4.964,-1.285,3.505,2.984,-3.266,0.34,2.141,1.4,1.458,1.942,12.362,6.307,3.556,1.03
P32,Agem Kanan,2,Tahan,O1,9.875,3.218,9.182,5.923,-0.734,5.028,0.266,-6.392,0.504,-0.698,4.811,2.091,0.613,10.172,10.298,6.382,0.902
P32,Agem Kanan,2,Tahan,F7,6.653,0.516,4.344,6.248,0.11,4.612,6.031,-0.106,3.985,4.874,1.909,1.816,1.475,5.776,3.697,3.041,1.584
P32,Agem Kanan,2,Tahan,T3,10.133,3.033,8.366,3.957,-3.143,3.455,4.182,-2.918,3.576,4.625,3.046,-1.154,-0.018,9.518,7.328,0.915,-0.038
P32,Agem Kanan,2,Tahan,Fp2,2.709,-1.453,0.783,4.694,0.531,4.113,2.211,-1.951,0.098,2.343,-1.41,1.421,-0.403,5.429,1.288,3.152,0.074
P32,Agem Kanan,2,Tahan,C4,4.346,0.338,1.47,4.281,0.272,3.309,4.29,0.282,3.022,4.45,1.48,1.356,0.596,2.139,1.648,1.353,0.23
P32,Agem Kanan,2,Tahan,P4,4.544,1.599,1.757,1.214,-1.731,-0.043,4.963,2.018,2.417,3.743,1.95,-1.462,1.239,1.93,2.273,-1.249,1.547
P32,Agem Kanan,2,Tahan,O2,3.294,0.735,-2.747,4.775,2.215,-0.255,7.436,4.877,2.48,7.182,2.492,1.139,0.885,-6.349,-1.062,0.049,0.882
P32,Agem Kanan,2,Tahan,T4,4.363,0.623,-0.368,4.807,1.068,1.039,5.534,1.794,0.769,8.597,3.338,1.582,-0.597,-4.371,-0.852,-0.848,-2.311
P32,Agem Kanan,2,Tahan,T6,3.622,2.001,-0.998,1.108,-0.512,-0.149,1.504,-0.117,-0.413,0.725,3.021,1.243,0.33,-1.325,3.182,0.632,0.842
P32,Agem Kanan,3,Berdiri,Fp2,2.653,0.119,0.727,1.466,-1.069,0.885,2.497,-0.037,0.384,2.651,-0.311,-0.417,1.287,5.052,1.045,-0.279,0.078
P32,Agem Kanan,3,Berdiri,F4,2.674,0.804,-2.47,0.826,-1.044,-2.732,2.154,0.284,-1.985,2.641,0.469,-1.033,1.166,2.853,1.072,-0.912,-0.256
P32,Agem Kanan,3,Berdiri,C4,4.33,1.217,1.454,1.161,-1.952,0.189,0.511,-2.603,-0.758,1.188,0.07,-1.177,0.709,8.211,3.61,0.38,-0.574
P32,Agem Kanan,3,Berdiri,P4,1.3,-2.679,-1.487,2.232,-1.747,0.975,3.762,-0.217,1.216,3.173,-1.459,-0.694,0.699,2.309,-0.625,0.144,0.866
P32,Agem Kanan,3,Berdiri,O2,5.43,-1.697,-0.612,5.941,-1.185,0.912,7.714,0.587,2.758,8.184,-1.082,-0.694,0.804,5.543,0.466,0.557,0.245
P32,Agem Kanan,3,Berdiri,T4,3.175,0.087,-1.556,2.595,-0.493,-1.174,3.605,0.517,-1.16,4.082,0.13,-0.03,0.842,2.864,0.699,-0.091,-0.121
P32,Agem Kanan,3,Berdiri,T6,5.385,0.677,0.765,2.179,-2.529,0.921,3.675,-1.032,1.759,3.61,0.456,-1.433,0.859,7.483,3.195,-0.196,0.381
P32,Agem Kanan,3,Gerak,O1,6.851,2.932,6.157,4.427,0.509,3.533,-1.062,-4.98,-0.824,-4.659,4.971,3.773,2.143,9.269,9.677,7.493,3.19
P32,Agem Kanan,3,Gerak,T3,7.214,1.815,5.447,5.118,-0.282,4.615,-0.04,-5.439,-0.646,-2.554,2.756,4.222,1.587,13.12,8.763,6.798,2.291
P32,Agem Kanan,3,Gerak,F4,6.052,3.26,0.908,3.171,0.379,-0.386,4.797,2.004,0.658,5.31,9.039,3.627,1.545,-9.081,2.831,-0.322,-0.048
P32,Agem Kanan,3,Gerak,C4,4.298,0.658,1.422,2.819,-0.821,1.847,4.746,1.106,3.478,4.439,-0.192,-0.777,0.783,6.525,1.606,-0.101,0.696
P32,Agem Kanan,3,Gerak,P4,2.352,0.865,-0.435,-3.229,-4.715,-4.485,1.502,0.016,-1.044,3.662,0.25,-4.925,-0.112,-3.711,0.131,-5.638,-1.84
P32,Agem Kanan,3,Naik,C3,5.532,-0.041,0.163,3.95,-1.623,1.925,5.812,0.239,2.733,5.385,2.739,0.707,1.105,0.597,2.265,0.407,0.898
P32,Agem Kanan,3,Naik,P3,6.892,2.292,3.141,2.211,-2.389,0.753,2.958,-1.643,0.314,3.217,5.122,-0.065,-0.137,-2.814,4.941,0.095,0.022
P32,Agem Kanan,3,Naik,T3,6.511,0.0,4.744,3.64,-2.871,3.138,8.502,1.992,7.896,8.617,1.615,-0.758,2.708,3.458,1.285,-2.029,0.64
P32,Agem Kanan,3,Naik,T5,4.296,-2.732,1.356,7.062,0.034,5.988,7.285,0.257,6.529,5.091,-0.905,2.019,3.081,6.015,1.209,3.713,2.64
P32,Agem Kanan,3,Naik,F4,2.94,-1.684,-2.204,1.473,-3.151,-2.084,3.032,-1.592,-1.107,4.725,-0.778,-2.619,-1.078,2.005,0.074,-1.635,-1.28
P32,Agem Kanan,3,Naik,P4,4.939,-1.876,2.152,6.127,-0.689,4.87,4.735,-2.081,2.189,3.071,0.19,3.879,4.482,13.064,3.077,4.107,1.933
P32,Agem Kanan,3,Naik,O2,11.605,2.655,5.564,7.299,-1.651,2.269,8.989,0.039,4.034,8.607,2.673,-0.144,2.7,14.14,6.385,1.637,1.136
P32,Agem Kanan,3,Tahan,C3,4.453,1.882,-0.915,0.836,-1.735,-1.19,1.2,-1.371,-1.879,0.093,2.972,-0.915,2.493,5.173,4.397,0.775,1.116
P32,Agem Kanan,3,Tahan,P3,1.833,-0.422,-1.919,0.502,-1.753,-0.957,-0.949,-3.204,-3.593,-0.035,-0.24,-1.358,-0.101,3.697,1.854,0.525,-0.917
P32,Agem Kanan,3,Tahan,F7,2.555,-0.582,0.246,-1.784,-4.921,-3.42,2.812,-0.325,0.765,3.5,1.933,-2.136,1.913,-0.817,0.432,-4.087,-0.383
P32,Agem Kanan,3,Tahan,T3,7.063,3.424,5.296,1.033,-2.606,0.531,2.219,-1.421,1.613,2.145,5.746,-1.049,0.128,0.206,5.762,-0.378,0.262
P32,Agem Kanan,4,Berdiri,F3,4.347,2.564,0.442,0.478,-1.305,-1.84,1.812,0.029,-1.892,0.386,3.849,0.265,0.971,0.231,4.113,0.224,1.46
P32,Agem Kanan,4,Berdiri,C3,5.401,1.22,0.033,1.45,-2.731,-0.576,1.267,-2.914,-1.813,0.074,0.506,-1.098,0.245,8.65,5.356,1.401,1.199
P32,Agem Kanan,4,Berdiri,P3,3.861,1.823,0.11,0.606,-1.432,-0.853,-0.408,-2.446,-3.052,-0.925,1.658,0.208,0.346,5.031,4.422,1.214,0.436
P32,Agem Kanan,4,Berdiri,O1,1.216,-1.085,0.522,-1.932,-4.232,-2.826,-2.392,-4.692,-2.154,-3.642,-0.089,-0.511,1.855,8.568,3.425,0.465,0.932
P32,Agem Kanan,4,Berdiri,F7,0.482,-0.372,-1.827,-0.531,-1.385,-2.167,1.006,0.152,-1.04,0.807,-0.663,-0.798,1.293,1.918,-0.007,-1.062,0.27
P32,Agem Kanan,4,Berdiri,T3,-0.491,0.606,-2.258,-1.524,-0.428,-2.026,-1.758,-0.662,-2.365,-2.509,1.074,1.461,1.249,-0.474,1.031,0.127,0.531
P32,Agem Kanan,4,Berdiri,T5,4.196,2.543,1.256,-0.243,-1.896,-1.317,-1.055,-2.708,-1.811,-1.408,3.203,0.075,0.487,4.305,5.05,0.683,0.23
P32,Agem Kanan,4,Berdiri,F4,2.872,1.34,-2.272,3.658,2.126,0.101,2.055,0.523,-2.083,2.625,3.018,2.769,-0.423,-3.731,1.28,1.932,-0.34
P32,Agem Kanan,4,Berdiri,C4,-0.583,-0.044,-3.46,-1.175,-0.636,-2.147,-0.006,0.533,-1.274,1.346,1.143,0.39,0.725,-2.629,-1.4,-2.061,-1.235
P32,Agem Kanan,4,Berdiri,P4,1.909,-0.024,-0.878,1.385,-0.548,0.129,1.877,-0.056,-0.668,2.708,0.799,0.96,0.936,0.464,0.267,-0.396,-0.594
P32,Agem Kanan,4,Berdiri,O2,4.177,0.949,-1.865,5.414,2.186,0.384,5.071,1.843,0.116,3.303,1.859,2.209,1.462,2.247,2.174,3.241,2.057
P32,Agem Kanan,4,Berdiri,T4,2.289,0.532,-2.442,2.959,1.202,-0.81,3.999,2.243,-0.765,3.726,1.674,0.793,0.893,-1.652,0.029,0.507,0.599
P32,Agem Kanan,4,Berdiri,T6,-0.316,-1.807,-4.936,-3.057,-4.549,-4.315,-0.21,-1.702,-2.127,0.454,-0.978,-1.907,1.488,3.155,-0.591,-3.356,-0.624
P32,Agem Kanan,4,Naik,F3,0.959,-1.376,-2.945,1.521,-0.815,-0.797,4.832,2.497,1.128,6.157,0.726,-0.079,0.626,-4.237,-2.775,-2.53,-0.786
P32,Agem Kanan,4,Naik,C3,2.943,0.39,-2.426,3.398,0.846,1.373,2.895,0.342,-0.184,3.258,1.403,1.549,2.372,3.244,0.966,1.255,-0.078
P32,Agem Kanan,4,Naik,P3,4.302,1.886,0.551,3.648,1.233,2.19,0.56,-1.856,-2.084,0.957,4.597,5.306,2.161,-0.07,3.722,3.019,-0.313
P32,Agem Kanan,4,Naik,O1,-3.98,-7.474,-4.673,-0.182,-3.676,-1.077,2.681,-0.813,2.919,3.56,-1.032,-0.55,1.208,-4.004,-6.139,-2.524,-0.567
P32,Agem Kanan,4,Naik,T3,4.697,1.751,2.93,4.604,1.658,4.102,1.205,-1.742,0.598,0.793,5.352,6.863,3.929,3.627,4.216,4.082,0.481
P32,Agem Kanan,4,Naik,T5,9.065,2.004,6.125,5.181,-1.88,4.108,5.53,-1.531,4.774,4.225,0.692,1.408,4.207,13.27,6.502,2.402,1.675
P32,Agem Kanan,4,Naik,F4,1.934,-4.187,-3.21,4.005,-2.116,0.448,5.115,-1.006,0.977,5.236,-0.84,1.443,1.586,-0.308,-1.242,0.561,0.337
P32,Agem Kanan,4,Naik,C4,7.148,2.867,4.272,3.308,-0.974,2.336,3.255,-1.026,1.987,4.354,6.177,1.771,1.321,0.129,4.507,0.443,-0.718
P32,Agem Kanan,4,Naik,P4,1.59,-2.435,-1.197,2.368,-1.656,1.112,-0.631,-4.656,-3.177,-2.154,0.067,4.564,3.176,10.984,2.896,3.785,1.334
P32,Agem Kanan,4,Naik,O2,5.189,-0.833,-0.853,5.581,-0.44,0.551,4.407,-1.615,-0.549,3.702,0.039,2.8,1.556,5.569,2.943,3.145,1.028
P32,Agem Kanan,4,Naik,T6,12.667,2.457,8.047,1.635,-8.575,0.378,3.929,-6.281,2.012,7.038,4.991,-3.394,6.622,26.368,8.398,-2.995,-2.494
P32,Agem Kanan,4,Tahan,O1,3.872,-0.355,3.179,4.258,0.031,3.364,2.033,-2.195,2.271,1.443,0.362,2.427,1.296,7.493,2.997,3.309,0.716
P32,Agem Kiri,1,Berdiri,C3,-3.367,-0.297,-8.735,-3.531,-0.462,-5.557,-2.19,0.88,-5.269,-2.052,0.651,-0.95,0.534,-5.77,-2.122,-2.181,-0.317
P32,Agem Kiri,1,Berdiri,P3,-3.893,-1.991,-7.644,-1.58,0.322,-3.038,-1.398,0.503,-4.042,-1.808,-1.656,1.305,1.901,-0.341,-2.796,-0.39,0.252
P32,Agem Kiri,1,Berdiri,O1,-1.81,-2.127,-2.503,2.132,1.814,1.237,-0.935,-1.253,-0.697,-0.607,-0.701,3.325,0.676,0.083,-1.441,2.531,-0.381
P32,Agem Kiri,1,Berdiri,T5,-0.409,0.685,-3.349,-0.434,0.661,-1.507,-2.038,-0.943,-2.793,-1.467,1.78,2.329,0.998,-0.549,0.48,0.531,-0.699
P32,Agem Kiri,1,Berdiri,F4,4.475,0.461,-0.669,3.117,-0.897,-0.44,5.972,1.958,1.834,6.492,0.164,-1.402,1.21,3.82,0.537,-1.154,0.048
P32,Agem Kiri,1,Berdiri,F8,2.056,0.923,-1.045,-1.23,-2.364,-0.884,1.917,0.783,0.852,2.461,0.103,-2.473,1.26,3.575,0.563,-2.849,-0.329
P32,Agem Kiri,1,Gerak,C3,9.132,3.788,3.763,1.456,-3.888,-0.569,3.666,-1.678,0.586,0.586,5.548,0.762,2.605,1.894,8.777,1.071,3.131
P32,Agem Kiri,1,Gerak,P3,3.255,-0.519,-0.497,3.021,-0.753,1.562,2.833,-0.941,0.189,-0.406,0.019,3.984,3.765,5.863,3.501,3.288,3.203
P32,Agem Kiri,1,Gerak,O1,3.503,1.99,2.81,-1.285,-2.798,-2.18,2.599,1.086,2.837,0.495,3.549,0.025,6.732,7.549,3.203,-1.611,2.147
P32,Agem Kiri,1,Gerak,T3,1.062,2.049,-0.706,-2.68,-1.693,-3.182,-2.614,-1.627,-3.221,-1.366,3.758,0.401,3.933,2.404,1.89,-1.782,-1.368
P32,Agem Kiri,1,Gerak,T5,1.956,0.158,-0.984,-2.205,-4.003,-3.278,-1.786,-3.584,-2.542,-3.59,0.934,0.744,3.122,11.11,4.134,0.157,1.49
P32,Agem Kiri,1,Naik,C3,6.155,-2.496,0.786,6.892,-1.759,4.866,7.999,-0.652,4.92,7.354,0.632,1.611,2.724,6.189,1.694,2.053,1.288
P32,Agem Kiri,1,Naik,T3,6.53,-0.345,4.763,5.857,-1.018,5.355,8.193,1.318,7.587,10.376,8.283,3.093,0.979,-12.299,0.237,-0.969,-1.275
P32,Agem Kiri,1,Naik,O2,9.418,2.276,3.376,8.529,1.387,3.499,12.397,5.256,7.442,11.999,7.133,3.416,2.723,-6.363,2.14,0.635,1.448
P32,Agem Kiri,1,Naik,T4,11.639,2.126,6.908,11.162,1.648,7.393,11.086,1.573,6.321,8.378,9.155,6.272,2.064,-3.402,6.558,5.65,3.441
P32,Agem Kiri,1,Naik,T6,5.12,1.331,0.5,4.059,0.27,2.802,5.111,1.322,3.195,4.533,4.846,3.109,2.525,-2.382,2.371,1.077,0.975
P32,Agem Kiri,1,Tahan,F3,3.85,0.225,-0.055,4.193,0.568,1.875,4.115,0.49,0.411,1.472,0.716,3.133,2.511,4.781,2.956,3.224,2.771
P32,Agem Kiri,1,Tahan,C3,8.433,1.043,3.065,5.477,-1.913,3.451,6.519,-0.871,3.44,5.946,5.979,5.619,2.255,-10.243,4.827,1.565,1.093
P32,Agem Kiri,1,Tahan,P3,2.146,-3.185,-1.605,7.848,2.516,6.389,4.743,-0.588,2.1,5.433,-1.258,3.545,1.73,3.467,-1.149,4.273,-0.214
P32,Agem Kiri,1,Tahan,F7,6.023,1.699,3.714,0.288,-4.037,-1.348,1.968,-2.357,-0.079,1.548,1.755,-0.876,2.437,4.464,5.084,-0.731,0.555
P32,Agem Kiri,1,Tahan,T3,1.713,-0.471,-0.054,3.32,1.136,2.817,2.654,0.47,2.048,1.266,1.219,3.822,2.911,1.21,0.946,2.487,1.499
P32,Agem Kiri,1,Tahan,T5,-0.175,-5.261,-3.115,4.268,-0.817,3.195,6.733,1.648,5.977,4.22,-1.783,1.766,3.12,2.036,-2.735,1.492,2.883
P32,Agem Kiri,1,Tahan,Fp2,4.966,1.072,3.04,-2.67,-6.564,-3.251,2.124,-1.77,0.01,0.966,2.557,-2.171,3.076,2.923,4.38,-3.306,1.243
P32,Agem Kiri,1,Tahan,F4,0.422,-2.972,-4.722,5.001,1.607,1.444,-0.913,-4.307,-5.052,-0.625,1.324,7.202,4.09,5.103,0.801,5.413,-0.343
P32,Agem Kiri,1,Tahan,C4,2.842,3.058,-0.035,-5.036,-4.82,-6.008,-0.197,0.019,-1.465,0.281,5.042,-2.447,1.692,-5.124,2.671,-5.22,-0.453
P32,Agem Kiri,1,Tahan,P4,-1.418,-2.042,-4.204,-0.596,-1.22,-1.852,1.173,0.549,-1.372,0.182,-0.225,0.892,1.059,-3.727,-1.528,-0.715,1.007
P32,Agem Kiri,1,Tahan,O2,4.594,3.443,-1.448,-1.349,-2.5,-6.378,0.28,-0.871,-4.675,-0.15,4.128,-0.954,3.42,2.013,4.685,-1.25,0.417
P32,Agem Kiri,1,Tahan,F8,7.767,3.639,4.666,0.48,-3.648,0.826,1.688,-2.44,0.623,2.249,3.654,-1.693,1.213,11.515,6.403,-1.0,-0.364
P32,Agem Kiri,1,Tahan,T4,-2.79,-2.998,-7.521,-3.442,-3.65,-7.21,-3.307,-3.515,-8.071,-1.577,1.424,0.994,3.996,1.04,-1.833,-2.404,-1.868
P32,Agem Kiri,1,Tahan,T6,-1.153,2.188,-5.774,-1.909,1.433,-3.166,-5.604,-2.262,-7.52,-5.713,4.882,3.154,-0.191,-6.594,2.312,1.85,-0.39
P32,Agem Kiri,2,Berdiri,C3,0.915,-0.278,-4.454,0.338,-0.856,-1.688,1.132,-0.061,-1.947,1.197,-0.447,-0.594,0.396,2.072,0.189,-0.45,0.039
P32,Agem Kiri,2,Berdiri,P3,3.139,-1.952,-0.613,1.939,-3.151,0.48,6.189,1.099,3.546,5.173,-1.42,-1.59,2.966,6.374,0.001,-1.464,1.469
P32,Agem Kiri,2,Berdiri,O1,1.346,-0.834,0.652,1.306,-0.873,0.412,-0.27,-2.449,-0.032,-0.302,-0.432,0.917,1.038,5.426,1.529,1.505,0.006
P32,Agem Kiri,2,Berdiri,F4,10.732,3.062,5.588,5.621,-2.049,2.064,6.505,-1.165,2.366,7.353,4.088,-0.79,0.574,6.833,6.272,0.784,-0.205
P32,Agem Kiri,2,Berdiri,F8,7.714,3.408,4.614,0.687,-3.62,1.033,2.076,-2.231,1.011,3.081,3.628,-2.205,0.282,6.058,5.846,-1.34,-0.736
P32,Agem Kiri,2,Gerak,C3,9.11,3.344,3.741,4.754,-1.011,2.729,4.813,-0.953,1.734,2.549,7.574,3.259,2.336,-0.043,7.564,3.077,2.487
P32,Agem Kiri,2,Gerak,P3,4.007,-0.525,0.256,5.182,0.65,3.723,3.772,-0.76,1.128,3.513,0.015,0.736,0.953,6.313,1.877,2.871,0.566
P32,Agem Kiri,2,Gerak,T3,3.897,-2.003,2.129,7.844,1.944,7.342,6.689,0.789,6.083,5.204,1.04,4.275,1.736,1.593,0.74,4.421,1.94
P32,Agem Kiri,2,Gerak,T5,0.103,1.696,-2.837,-0.085,1.507,-1.159,-2.23,-0.638,-2.986,-3.047,1.729,3.805,2.361,5.483,1.951,1.919,0.55
P32,Agem Kiri,2,Gerak,C4,10.962,2.603,8.085,8.688,0.33,7.716,3.898,-4.46,2.63,6.077,3.035,2.623,-0.593,11.802,7.276,4.69,-1.647
P32,Agem Kiri,2,Gerak,P4,6.037,-1.264,3.25,11.422,4.121,10.166,2.381,-4.92,-0.164,3.792,3.346,9.628,3.621,8.076,3.737,8.927,-1.079
P32,Agem Kiri,2,Naik,Fp1,1.1,-1.527,-0.586,0.582,-2.046,-0.655,3.737,1.11,3.194,3.09,-0.502,0.971,7.255,9.091,-0.774,-1.451,0.918
P32,Agem Kiri,2,Naik,F3,3.696,-0.508,-0.209,6.754,2.551,4.437,2.15,-2.053,-1.554,2.871,1.238,5.313,1.4,3.791,1.954,4.866,-0.47
P32,Agem Kiri,2,Naik,F7,-0.439,-1.968,-2.749,3.807,2.279,2.171,2.695,1.167,0.649,2.395,1.508,4.907,1.284,-6.108,-1.892,2.232,0.51
P32,Agem Kiri,2,Naik,T3,7.366,3.37,5.598,1.651,-2.344,1.149,2.111,-1.884,1.505,2.473,5.001,0.656,2.313,5.121,5.866,0.025,-0.145
P32,Agem Kiri,2,Naik,T5,2.143,-2.378,-0.797,3.197,-1.325,2.123,3.191,-1.33,2.435,2.693,0.084,2.903,4.925,9.242,0.509,1.425,0.733
P32,Agem Kiri,2,Naik,P4,-0.668,-0.014,-3.455,0.299,0.953,-0.957,-2.715,-2.061,-5.261,-2.891,0.003,1.708,0.193,-0.615,1.085,2.201,-0.077
P32,Agem Kiri,2,Naik,O2,2.483,0.062,-3.559,6.045,3.624,1.015,7.689,5.267,2.733,9.646,7.521,6.724,1.819,-17.434,-3.367,-0.301,-1.113
P32,Agem Kiri,2,Naik,F8,4.129,0.821,1.028,-1.189,-4.497,-0.843,2.14,-1.168,1.075,5.335,1.996,-3.501,0.18,-0.215,0.893,-4.699,-2.728
P32,Agem Kiri,2,Naik,T4,2.339,2.261,-2.393,0.627,0.549,-3.142,1.683,1.605,-3.082,1.8,6.98,4.416,3.546,-5.504,1.247,-0.557,0.04
P32,Agem Kiri,2,Naik,T6,-1.09,-0.653,-5.711,0.807,1.245,-0.45,-1.11,-0.673,-3.027,0.983,0.517,3.376,1.283,-0.934,-1.687,0.161,-2.007
P32,Agem Kiri,2,Tahan,C3,4.641,-2.191,-0.727,6.095,-0.737,4.069,8.665,1.833,5.586,7.2,-1.317,0.316,2.25,5.717,0.274,1.358,2.095
P32,Agem Kiri,2,Tahan,F7,4.006,-1.163,1.696,3.157,-2.011,1.521,4.044,-1.125,1.998,3.445,-1.456,-1.218,1.413,8.502,1.916,0.891,0.901
P32,Agem Kiri,2,Tahan,T3,6.98,1.877,5.212,2.233,-2.869,1.731,4.49,-0.612,3.883,4.795,2.706,-0.98,0.453,0.948,4.071,-0.921,0.114
P32,Agem Kiri,2,Tahan,Fp2,-1.654,-2.114,-3.58,-0.926,-1.386,-1.507,0.643,0.183,-1.471,1.612,-1.531,-0.142,1.592,1.246,-2.632,-1.987,-0.828
P32,Agem Kiri,2,Tahan,F4,7.003,1.997,1.859,5.746,0.739,2.188,2.388,-2.619,-1.751,1.737,3.186,3.035,0.706,6.443,5.949,4.603,0.802
P32,Agem Kiri,2,Tahan,P4,3.518,0.92,0.731,3.079,0.481,1.822,1.355,-1.244,-1.191,0.521,2.087,1.954,1.407,4.351,3.202,2.736,0.879
