gerakan,rep,fase,bagian,mulai,dalam_fase,delta_db,otot_db,mu_sm_db,beta_sm_db,pct_kanal_bersih,sm_bersih,participant_id
Agem Kiri,4,Tahan,tengah,363.57,True,3.462,-3.939,-5.233,-1.621,37.5,True,P31
Agem Kiri,4,Tahan,tengah,363.82,True,3.354,-2.417,-1.302,-0.542,37.5,True,P31
Agem Kiri,4,Tahan,tengah,364.07,True,-1.303,1.09,-2.077,1.008,37.5,True,P31
Agem Kiri,4,Tahan,akhir,364.32,True,2.241,1.926,-2.56,-0.619,37.5,True,P31
Agem Kiri,4,Tahan,akhir,364.57,True,6.009,1.205,-6.146,-4.595,25.0,True,P31
Agem Kiri,4,Tahan,akhir,364.82,True,21.195,2.509,-10.115,-1.125,25.0,True,P31
Agem Kiri,4,Tahan,akhir,365.07,True,11.894,6.484,-6.726,-2.124,37.5,True,P31
Agem Kiri,4,Tahan,akhir,365.32,False,18.363,2.761,-1.872,-4.927,25.0,True,P31
Agem Kiri,4,Tahan,akhir,365.57,False,11.297,2.707,-2.932,-3.56,25.0,True,P31
Agem Kiri,4,Naik,pra-onset,365.231,False,19.815,2.427,-2.977,-4.383,25.0,True,P31
Agem Kiri,4,Naik,pra-onset,365.481,False,14.893,3.0,-2.005,-4.222,25.0,True,P31
Agem Kiri,4,Naik,awal,365.731,True,6.215,0.803,-4.78,-3.15,25.0,True,P31
Agem Kiri,4,Naik,awal,365.981,True,5.365,3.637,-4.74,-5.4,37.5,True,P31
Agem Kiri,4,Naik,awal,366.231,True,4.345,1.492,-5.622,-9.393,43.75,True,P31
Agem Kiri,4,Naik,tengah,366.481,True,5.825,0.351,,,43.75,False,P31
Agem Kiri,4,Naik,tengah,366.731,True,2.155,-0.56,3.872,3.037,43.75,True,P31
Agem Kiri,4,Naik,tengah,366.981,True,3.773,0.726,,,12.5,False,P31
Agem Kiri,4,Naik,akhir,367.231,False,11.769,9.254,,,0.0,False,P31
Agem Kiri,4,Naik,akhir,367.481,False,16.739,16.228,,,0.0,False,P31
Agem Kiri,4,Berdiri,pra-onset,367.229,False,11.769,9.254,,,0.0,False,P31
Agem Kiri,4,Berdiri,pra-onset,367.479,False,16.739,16.228,,,0.0,False,P31
Agem Kiri,4,Berdiri,awal,367.729,True,19.225,13.076,,,12.5,False,P31
Agem Kiri,4,Berdiri,awal,367.979,True,18.942,11.793,,,12.5,False,P31
Agem Kiri,4,Berdiri,awal,368.229,True,14.871,12.416,,,12.5,False,P31
Agem Kiri,4,Berdiri,awal,368.479,True,16.055,7.145,,,12.5,False,P31
Agem Kiri,4,Berdiri,awal,368.729,True,14.151,7.88,,,12.5,False,P31
Agem Kiri,4,Berdiri,awal,368.979,True,14.975,10.841,,,25.0,False,P31
Agem Kiri,4,Berdiri,awal,369.229,True,16.538,11.579,,,18.75,False,P31
Agem Kiri,4,Berdiri,awal,369.479,True,16.64,10.26,,,18.75,False,P31
Agem Kiri,4,Berdiri,awal,369.729,True,11.581,4.541,,,18.75,False,P31
Agem Kiri,4,Berdiri,awal,369.979,True,10.744,4.658,,,18.75,False,P31
Agem Kiri,4,Berdiri,awal,370.229,True,12.813,5.4,,,25.0,False,P31
Agem Kiri,4,Berdiri,tengah,370.479,True,15.876,7.726,,,6.25,False,P31
Agem Kiri,4,Berdiri,tengah,370.729,True,20.074,12.319,,,6.25,False,P31
Agem Kiri,4,Berdiri,tengah,370.979,True,18.391,12.13,,,6.25,False,P31
Agem Kiri,4,Berdiri,tengah,371.229,True,11.229,2.872,,,6.25,False,P31
Agem Kiri,4,Berdiri,tengah,371.479,True,11.127,3.912,-8.725,-8.146,43.75,True,P31
Agem Kiri,4,Berdiri,tengah,371.729,True,9.442,7.645,-0.532,2.119,37.5,True,P31
Agem Kiri,4,Berdiri,tengah,371.979,True,10.839,9.081,-3.197,2.843,37.5,True,P31
Agem Kiri,4,Berdiri,tengah,372.229,True,12.707,7.637,-5.054,-1.916,43.75,True,P31
Agem Kiri,4,Berdiri,tengah,372.479,True,8.609,12.866,1.776,-3.14,37.5,True,P31
Agem Kiri,4,Berdiri,tengah,372.729,True,9.053,13.205,,,25.0,False,P31
Agem Kiri,4,Berdiri,tengah,372.979,True,13.264,8.259,,,25.0,False,P31
Agem Kiri,4,Berdiri,akhir,373.229,True,16.286,6.979,,,25.0,False,P31
Agem Kiri,4,Berdiri,akhir,373.479,True,12.648,4.2,,,18.75,False,P31
Agem Kiri,4,Berdiri,akhir,373.729,True,13.241,4.301,,,25.0,False,P31
Agem Kiri,4,Berdiri,akhir,373.979,True,11.044,1.59,,,31.25,False,P31
Agem Kiri,4,Berdiri,akhir,374.229,True,7.257,-2.294,,,31.25,False,P31
Agem Kiri,4,Berdiri,akhir,374.479,True,8.328,-1.987,2.139,-1.362,75.0,True,P31
Agem Kiri,4,Berdiri,akhir,374.729,True,8.434,-1.26,0.165,-1.559,75.0,True,P31
Agem Kiri,4,Berdiri,akhir,374.979,True,6.194,0.809,-2.603,-2.073,68.75,True,P31
Agem Kiri,4,Berdiri,akhir,375.229,True,4.594,1.659,-4.269,-0.559,75.0,True,P31
Agem Kiri,4,Berdiri,akhir,375.479,False,2.863,1.082,-3.965,-0.436,68.75,True,P31
Ngeed,1,Gerak,pra-onset,5.134,False,1.776,-1.363,-3.702,-1.16,87.5,True,P32
Ngeed,1,Gerak,pra-onset,5.384,False,1.557,-0.151,-4.414,0.12,87.5,True,P32
Ngeed,1,Gerak,awal,5.634,True,1.783,-1.464,0.438,2.627,87.5,True,P32
Ngeed,1,Gerak,awal,5.884,True,3.678,2.597,1.194,1.743,81.25,True,P32
Ngeed,1,Gerak,awal,6.134,True,5.388,4.153,2.056,5.638,62.5,True,P32
Ngeed,1,Gerak,awal,6.384,True,4.395,3.04,,,12.5,False,P32
Ngeed,1,Gerak,awal,6.634,True,6.607,10.144,,,18.75,False,P32
Ngeed,1,Gerak,awal,6.884,True,6.929,11.711,,,12.5,False,P32
Ngeed,1,Gerak,tengah,7.134,True,5.563,6.338,,,0.0,False,P32
Ngeed,1,Gerak,tengah,7.384,True,8.209,9.39,,,0.0,False,P32
Ngeed,1,Gerak,tengah,7.634,True,11.367,10.521,,,0.0,False,P32
Ngeed,1,Gerak,tengah,7.884,True,10.856,7.906,,,0.0,False,P32
Ngeed,1,Gerak,tengah,8.134,True,12.402,7.359,,,6.25,False,P32
Ngeed,1,Gerak,tengah,8.384,True,12.262,5.05,,,6.25,False,P32
Ngeed,1,Gerak,akhir,8.634,True,13.026,9.356,,,6.25,False,P32
Ngeed,1,Gerak,akhir,8.884,True,14.93,7.57,,,6.25,False,P32
Ngeed,1,Gerak,akhir,9.134,True,15.01,7.727,,,0.0,False,P32
Ngeed,1,Gerak,akhir,9.384,True,12.247,9.066,,,0.0,False,P32
Ngeed,1,Gerak,akhir,9.634,False,11.847,6.795,,,0.0,False,P32
Ngeed,1,Gerak,akhir,9.884,False,11.462,4.632,,,6.25,False,P32
Ngeed,1,Tahan,pra-onset,9.461,False,12.068,8.318,,,0.0,False,P32
Ngeed,1,Tahan,pra-onset,9.711,False,11.375,6.458,,,6.25,False,P32
Ngeed,1,Tahan,awal,9.961,True,10.817,3.454,,,0.0,False,P32
Ngeed,1,Tahan,awal,10.211,True,8.564,2.299,5.572,2.592,18.75,True,P32
Ngeed,1,Tahan,tengah,10.461,False,6.616,-0.39,2.641,1.208,43.75,True,P32
Ngeed,1,Tahan,akhir,10.711,False,3.76,-0.665,3.712,-2.367,37.5,True,P32
Ngeed,1,Naik,pra-onset,10.315,False,9.642,1.448,4.079,1.715,31.25,True,P32
Ngeed,1,Naik,pra-onset,10.565,False,5.913,0.428,2.26,0.078,43.75,True,P32
Ngeed,1,Naik,awal,10.815,True,2.796,-0.541,5.257,-3.56,37.5,True,P32
Ngeed,1,Naik,awal,11.065,True,6.366,-0.622,5.306,-4.668,37.5,True,P32
Ngeed,1,Naik,awal,11.315,True,7.349,-1.681,-0.768,-5.602,37.5,True,P32
Ngeed,1,Naik,awal,11.565,True,4.587,0.653,0.933,-5.776,43.75,True,P32
Ngeed,1,Naik,tengah,11.815,True,5.07,0.421,6.954,-3.7,43.75,True,P32
Ngeed,1,Naik,tengah,12.065,True,3.978,-0.204,8.221,-2.244,56.25,True,P32
Ngeed,1,Naik,tengah,12.315,True,2.499,-2.71,6.673,-6.778,62.5,True,P32
Ngeed,1,Naik,akhir,12.565,True,-1.423,-2.6,5.802,-3.734,56.25,True,P32
Ngeed,1,Naik,akhir,12.815,False,-1.25,-1.195,5.445,-1.189,56.25,True,P32
Ngeed,1,Naik,akhir,13.065,False,1.026,0.706,,,43.75,False,P32
Ngeed,1,Berdiri,pra-onset,12.585,False,-1.622,-2.638,5.752,-3.356,56.25,True,P32
Ngeed,1,Berdiri,pra-onset,12.835,False,-1.141,-0.762,5.385,-1.176,62.5,True,P32
Ngeed,1,Berdiri,awal,13.085,True,1.552,0.971,,,43.75,False,P32
Ngeed,1,Berdiri,awal,13.335,True,5.025,3.407,,,43.75,False,P32
Ngeed,1,Berdiri,awal,13.585,True,5.419,4.518,,,43.75,False,P32
Ngeed,1,Berdiri,awal,13.835,True,3.894,3.391,,,50.0,False,P32
Ngeed,1,Berdiri,awal,14.085,True,3.644,2.037,,,43.75,False,P32
Ngeed,1,Berdiri,awal,14.335,True,6.543,3.164,,,18.75,False,P32
Ngeed,1,Berdiri,awal,14.585,True,8.085,6.58,,,12.5,False,P32
Ngeed,1,Berdiri,awal,14.835,True,8.369,8.067,0.586,-0.769,25.0,True,P32
Ngeed,1,Berdiri,awal,15.085,True,5.843,7.902,1.111,0.342,25.0,True,P32
Ngeed,1,Berdiri,awal,15.335,True,7.079,8.792,,,12.5,False,P32
Ngeed,1,Berdiri,awal,15.585,True,7.929,3.21,,,25.0,False,P32
Ngeed,1,Berdiri,tengah,15.835,True,9.107,5.073,,,37.5,False,P32
Ngeed,1,Berdiri,tengah,16.085,True,5.954,5.761,,,37.5,False,P32
Ngeed,1,Berdiri,tengah,16.335,True,9.49,2.941,,,25.0,False,P32
Ngeed,1,Berdiri,tengah,16.585,True,8.233,5.297,3.662,6.403,31.25,True,P32
Ngeed,1,Berdiri,tengah,16.835,True,7.744,6.799,6.141,7.649,31.25,True,P32
Ngeed,1,Berdiri,tengah,17.085,True,7.021,3.457,3.666,4.746,31.25,True,P32
Ngeed,1,Berdiri,tengah,17.335,True,7.073,0.649,1.578,1.062,37.5,True,P32
Ngeed,1,Berdiri,tengah,17.585,True,5.439,0.762,3.867,-0.696,37.5,True,P32
Ngeed,1,Berdiri,tengah,17.835,True,8.006,1.726,3.362,-1.829,37.5,True,P32
Ngeed,1,Berdiri,tengah,18.085,True,6.882,-1.083,2.852,-2.848,37.5,True,P32
Ngeed,1,Berdiri,tengah,18.335,True,5.422,-1.206,1.225,-2.731,37.5,True,P32
Ngeed,1,Berdiri,akhir,18.585,True,7.038,-2.71,0.556,-3.138,37.5,True,P32
Ngeed,1,Berdiri,akhir,18.835,True,6.201,-2.448,-1.571,-3.412,37.5,True,P32
Ngeed,1,Berdiri,akhir,19.085,True,2.929,-3.687,-3.843,-2.464,50.0,True,P32
Ngeed,1,Berdiri,akhir,19.335,True,-0.464,-5.155,-1.252,-1.4,43.75,True,P32
Ngeed,1,Berdiri,akhir,19.585,True,2.314,-0.638,,,25.0,False,P32
Ngeed,1,Berdiri,akhir,19.835,True,-1.855,-0.289,,,25.0,False,P32
Ngeed,1,Berdiri,akhir,20.085,True,-1.889,-1.469,,,25.0,False,P32
Ngeed,1,Berdiri,akhir,20.335,True,-2.392,-2.446,,,25.0,False,P32
Ngeed,1,Berdiri,akhir,20.585,True,-1.67,-3.854,,,25.0,False,P32
Ngeed,1,Berdiri,akhir,20.835,False,-0.783,-0.936,,,25.0,False,P32
Ngeed,2,Gerak,pra-onset,21.075,False,-0.482,-0.998,,,25.0,False,P32
Ngeed,2,Gerak,pra-onset,21.325,False,3.176,-0.487,,,18.75,False,P32
Ngeed,2,Gerak,awal,21.575,True,2.86,1.028,,,12.5,False,P32
Ngeed,2,Gerak,awal,21.825,True,2.772,3.906,,,0.0,False,P32
Ngeed,2,Gerak,awal,22.075,True,7.632,8.003,,,0.0,False,P32
Ngeed,2,Gerak,tengah,22.325,True,6.557,11.478,,,0.0,False,P32
Ngeed,2,Gerak,tengah,22.575,True,8.998,12.638,-7.004,-3.86,6.25,True,P32
Ngeed,2,Gerak,akhir,22.825,False,8.383,8.376,-4.453,-1.127,6.25,True,P32
Ngeed,2,Gerak,akhir,23.075,False,2.773,0.004,-5.216,-2.808,6.25,True,P32
Ngeed,2,Tahan,pra-onset,22.725,False,8.92,10.722,-4.926,-1.644,6.25,True,P32
Ngeed,2,Tahan,pra-onset,22.975,False,5.046,3.701,-4.95,-1.73,6.25,True,P32
Ngeed,2,Tahan,awal,23.225,True,4.408,-1.395,-3.94,-5.118,12.5,True,P32
Ngeed,2,Tahan,awal,23.475,True,6.161,2.208,2.542,-5.545,31.25,True,P32
Ngeed,2,Tahan,awal,23.725,True,6.336,-0.439,4.095,-3.918,37.5,True,P32
Ngeed,2,Tahan,awal,23.975,True,2.801,-1.828,0.521,-3.608,31.25,True,P32
Ngeed,2,Tahan,awal,24.225,True,2.135,0.393,-3.732,-4.984,31.25,True,P32
Ngeed,2,Tahan,tengah,24.475,True,2.681,0.227,-4.009,-3.372,25.0,True,P32
Ngeed,2,Tahan,tengah,24.725,True,2.263,-0.859,-6.151,-4.401,31.25,True,P32
Ngeed,2,Tahan,tengah,24.975,True,6.135,0.204,0.292,-3.397,43.75,True,P32
Ngeed,2,Tahan,tengah,25.225,True,8.262,-1.305,1.667,-3.439,37.5,True,P32
Ngeed,2,Tahan,akhir,25.475,True,6.789,-1.476,0.87,-1.456,37.5,True,P32
Ngeed,2,Tahan,akhir,25.725,True,3.392,-2.621,0.236,0.197,50.0,True,P32
Ngeed,2,Tahan,akhir,25.975,False,0.724,-2.43,-2.601,-0.397,56.25,True,P32
Ngeed,2,Tahan,akhir,26.225,False,-2.43,0.289,-3.036,-0.194,56.25,True,P32
Ngeed,2,Naik,pra-onset,25.905,False,1.294,-2.59,-1.596,-0.023,56.25,True,P32
Ngeed,2,Naik,pra-onset,26.155,False,-1.388,-0.467,-3.464,-0.51,56.25,True,P32
Ngeed,2,Naik,awal,26.405,True,-2.645,0.215,-1.415,0.474,56.25,True,P32
Ngeed,2,Naik,awal,26.655,True,-1.594,-1.854,-1.918,-0.825,62.5,True,P32
Ngeed,2,Naik,awal,26.905,True,-0.698,-4.044,-4.446,-4.029,56.25,True,P32
Ngeed,2,Naik,awal,27.155,True,1.472,-4.415,-3.168,-3.211,62.5,True,P32
Ngeed,2,Naik,tengah,27.405,True,2.982,-2.839,-2.128,-1.569,68.75,True,P32
Ngeed,2,Naik,tengah,27.655,True,4.75,0.209,-1.287,-2.9,62.5,True,P32
Ngeed,2,Naik,tengah,27.905,True,4.441,-1.528,-3.039,-3.315,56.25,True,P32
Ngeed,2,Naik,tengah,28.155,True,3.736,-1.979,,,56.25,False,P32
Ngeed,2,Naik,akhir,28.405,True,2.931,-3.118,,,56.25,False,P32
Ngeed,2,Naik,akhir,28.655,True,4.727,-1.434,,,37.5,False,P32
Ngeed,2,Naik,akhir,28.905,False,7.811,1.554,,,31.25,False,P32
Ngeed,2,Naik,akhir,29.155,False,10.123,0.955,,,31.25,False,P32
Ngeed,2,Berdiri,pra-onset,28.74,False,5.309,-0.326,,,31.25,False,P32
Ngeed,2,Berdiri,pra-onset,28.99,False,9.035,1.998,,,31.25,False,P32
Ngeed,2,Berdiri,awal,29.24,True,9.959,0.945,,,31.25,False,P32
Ngeed,2,Berdiri,awal,29.49,True,6.648,-0.926,3.869,-2.614,37.5,True,P32
Ngeed,2,Berdiri,awal,29.74,True,7.804,0.754,5.254,1.805,31.25,True,P32
Ngeed,2,Berdiri,awal,29.99,True,4.432,2.284,4.476,5.659,37.5,True,P32
Ngeed,2,Berdiri,awal,30.24,True,1.768,2.537,0.32,4.378,37.5,True,P32
Ngeed,2,Berdiri,awal,30.49,True,3.048,2.577,0.312,0.343,50.0,True,P32
Ngeed,2,Berdiri,awal,30.74,True,5.805,3.846,3.075,6.723,56.25,True,P32
Ngeed,2,Berdiri,awal,30.99,True,8.66,4.475,3.343,8.372,56.25,True,P32
Ngeed,2,Berdiri,awal,31.24,True,7.722,5.156,-0.798,1.628,43.75,True,P32
Ngeed,2,Berdiri,awal,31.49,True,10.293,6.071,,,37.5,False,P32
Ngeed,2,Berdiri,awal,31.74,True,13.641,4.799,,,18.75,False,P32
Ngeed,2,Berdiri,tengah,31.99,True,11.186,8.372,,,0.0,False,P32
Ngeed,2,Berdiri,tengah,32.24,True,13.245,6.643,,,0.0,False,P32
Ngeed,2,Berdiri,tengah,32.49,True,15.575,2.558,,,0.0,False,P32
Ngeed,2,Berdiri,tengah,32.74,True,13.416,1.29,,,6.25,False,P32
Ngeed,2,Berdiri,tengah,32.99,True,4.456,2.168,,,25.0,False,P32
Ngeed,2,Berdiri,tengah,33.24,True,6.158,9.34,-3.85,-5.609,31.25,True,P32
Ngeed,2,Berdiri,tengah,33.49,True,6.023,9.31,-3.636,-3.318,37.5,True,P32
Ngeed,2,Berdiri,tengah,33.74,True,7.879,12.388,-7.745,-6.719,18.75,True,P32
Ngeed,2,Berdiri,tengah,33.99,True,9.407,13.776,-12.822,-10.529,18.75,True,P32
Ngeed,2,Berdiri,tengah,34.24,True,12.909,15.806,,,0.0,False,P32
Ngeed,2,Berdiri,tengah,34.49,True,10.643,14.098,,,0.0,False,P32
Ngeed,2,Berdiri,akhir,34.74,True,3.317,16.013,,,6.25,False,P32
Ngeed,2,Berdiri,akhir,34.99,True,5.941,7.837,,,31.25,False,P32
Ngeed,2,Berdiri,akhir,35.24,True,6.566,2.356,8.607,4.273,37.5,True,P32
Ngeed,2,Berdiri,akhir,35.49,True,3.572,0.328,2.053,1.366,37.5,True,P32
Ngeed,2,Berdiri,akhir,35.74,True,3.722,-0.678,1.637,-0.549,50.0,True,P32
Ngeed,2,Berdiri,akhir,35.99,True,2.483,-1.66,-1.212,-1.701,50.0,True,P32
Ngeed,2,Berdiri,akhir,36.24,True,2.526,-3.658,-7.359,-5.913,50.0,True,P32
Ngeed,2,Berdiri,akhir,36.49,True,1.752,-1.52,-12.72,-12.598,43.75,True,P32
Ngeed,2,Berdiri,akhir,36.74,True,3.448,-2.893,,,31.25,False,P32
Ngeed,2,Berdiri,akhir,36.99,False,1.293,-4.402,,,31.25,False,P32
Agem Kanan,1,Gerak,pra-onset,37.19,False,-0.309,-0.826,,,25.0,False,P32
Agem Kanan,1,Gerak,pra-onset,37.44,False,0.071,-0.108,,,18.75,False,P32
Agem Kanan,1,Gerak,awal,37.69,True,5.112,3.663,,,6.25,False,P32
Agem Kanan,1,Gerak,awal,37.94,True,9.471,7.54,,,6.25,False,P32
Agem Kanan,1,Gerak,awal,38.19,True,12.983,0.843,,,12.5,False,P32
Agem Kanan,1,Gerak,awal,38.44,True,13.504,4.677,,,6.25,False,P32
Agem Kanan,1,Gerak,awal,38.69,True,11.415,9.923,,,0.0,False,P32
Agem Kanan,1,Gerak,awal,38.94,True,9.051,8.458,,,6.25,False,P32
Agem Kanan,1,Gerak,tengah,39.19,True,17.097,11.424,,,0.0,False,P32
Agem Kanan,1,Gerak,tengah,39.44,True,23.208,13.733,,,0.0,False,P32
Agem Kanan,1,Gerak,tengah,39.69,True,22.67,16.623,,,0.0,False,P32
Agem Kanan,1,Gerak,tengah,39.94,True,22.385,17.576,,,0.0,False,P32
Agem Kanan,1,Gerak,tengah,40.19,True,21.472,16.124,,,0.0,False,P32
Agem Kanan,1,Gerak,akhir,40.44,True,17.434,16.357,,,0.0,False,P32
Agem Kanan,1,Gerak,akhir,40.69,True,19.509,15.105,,,0.0,False,P32
Agem Kanan,1,Gerak,akhir,40.94,True,21.537,14.064,,,0.0,False,P32
Agem Kanan,1,Gerak,akhir,41.19,False,19.12,12.023,,,0.0,False,P32
Agem Kanan,1,Gerak,akhir,41.44,False,15.399,10.468,,,0.0,False,P32
Agem Kanan,1,Tahan,pra-onset,40.998,False,21.689,14.221,,,0.0,False,P32
Agem Kanan,1,Tahan,pra-onset,41.248,False,17.49,11.673,,,0.0,False,P32
Agem Kanan,1,Tahan,awal,41.498,True,14.116,9.195,,,0.0,False,P32
Agem Kanan,1,Tahan,awal,41.748,True,8.725,4.756,,,0.0,False,P32
Agem Kanan,1,Tahan,awal,41.998,True,9.431,-0.799,-23.355,-21.714,18.75,True,P32
Agem Kanan,1,Tahan,awal,42.248,True,9.83,7.273,,,0.0,False,P32
Agem Kanan,1,Tahan,awal,42.498,True,8.805,11.447,,,0.0,False,P32
Agem Kanan,1,Tahan,tengah,42.748,True,5.258,6.958,,,6.25,False,P32
Agem Kanan,1,Tahan,tengah,42.998,True,4.314,-2.5,,,6.25,False,P32
Agem Kanan,1,Tahan,tengah,43.248,True,5.054,0.989,-16.291,-9.906,31.25,True,P32
Agem Kanan,1,Tahan,tengah,43.498,True,4.606,0.623,-14.499,-9.366,31.25,True,P32
Agem Kanan,1,Tahan,akhir,43.748,True,7.254,5.613,,,12.5,False,P32
Agem Kanan,1,Tahan,akhir,43.998,True,6.942,9.217,,,18.75,False,P32
Agem Kanan,1,Tahan,akhir,44.248,True,8.136,5.491,2.446,4.693,31.25,True,P32
Agem Kanan,1,Tahan,akhir,44.498,False,5.686,3.153,,,12.5,False,P32
Agem Kanan,1,Tahan,akhir,44.748,False,7.008,10.054,,,12.5,False,P32
Agem Kanan,1,Naik,pra-onset,44.323,False,7.948,2.654,-0.41,1.302,31.25,True,P32
Agem Kanan,1,Naik,pra-onset,44.573,False,5.204,5.288,,,12.5,False,P32
Agem Kanan,1,Naik,awal,44.823,True,8.591,10.796,,,12.5,False,P32
Agem Kanan,1,Naik,awal,45.073,True,10.592,8.228,,,18.75,False,P32
Agem Kanan,1,Naik,awal,45.323,True,8.958,4.274,,,6.25,False,P32
Agem Kanan,1,Naik,tengah,45.573,True,8.018,7.615,,,0.0,False,P32
Agem Kanan,1,Naik,tengah,45.823,True,12.679,12.561,,,0.0,False,P32
Agem Kanan,1,Naik,tengah,46.073,True,18.344,12.595,,,0.0,False,P32
Agem Kanan,1,Naik,akhir,46.323,True,22.167,13.686,,,0.0,False,P32
Agem Kanan,1,Naik,akhir,46.573,False,23.534,17.003,,,0.0,False,P32
Agem Kanan,1,Naik,akhir,46.823,False,20.722,17.256,,,0.0,False,P32
Agem Kanan,1,Berdiri,pra-onset,46.39,False,22.572,14.814,,,0.0,False,P32
Agem Kanan,1,Berdiri,pra-onset,46.64,False,23.447,17.299,,,0.0,False,P32
Agem Kanan,1,Berdiri,awal,46.89,True,20.083,16.587,,,0.0,False,P32
Agem Kanan,1,Berdiri,awal,47.14,True,18.633,12.969,,,0.0,False,P32
Agem Kanan,1,Berdiri,awal,47.39,True,16.879,10.416,,,0.0,False,P32
Agem Kanan,1,Berdiri,awal,47.64,True,12.876,9.418,1.312,-2.936,18.75,True,P32
Agem Kanan,1,Berdiri,awal,47.89,True,12.311,9.37,1.431,-3.497,18.75,True,P32
Agem Kanan,1,Berdiri,awal,48.14,True,11.307,9.323,,,0.0,False,P32
Agem Kanan,1,Berdiri,awal,48.39,True,10.496,8.046,,,0.0,False,P32
Agem Kanan,1,Berdiri,awal,48.64,True,9.202,5.887,,,12.5,False,P32
Agem Kanan,1,Berdiri,awal,48.89,True,9.198,7.121,,,6.25,False,P32
Agem Kanan,1,Berdiri,tengah,49.14,True,7.553,6.453,9.411,7.465,18.75,True,P32
Agem Kanan,1,Berdiri,tengah,49.39,True,6.81,6.543,,,18.75,False,P32
Agem Kanan,1,Berdiri,tengah,49.64,True,4.448,7.003,,,18.75,False,P32
Agem Kanan,1,Berdiri,tengah,49.89,True,7.439,10.94,,,18.75,False,P32
Agem Kanan,1,Berdiri,tengah,50.14,True,3.876,10.249,,,12.5,False,P32
Agem Kanan,1,Berdiri,tengah,50.39,True,7.268,10.579,,,12.5,False,P32
Agem Kanan,1,Berdiri,tengah,50.64,True,8.17,11.868,,,18.75,False,P32
Agem Kanan,1,Berdiri,tengah,50.89,True,7.738,8.175,,,12.5,False,P32
Agem Kanan,1,Berdiri,tengah,51.14,True,4.497,-0.198,0.74,-2.19,25.0,True,P32
Agem Kanan,1,Berdiri,akhir,51.39,True,2.532,0.113,-2.883,-4.523,25.0,True,P32
Agem Kanan,1,Berdiri,akhir,51.64,True,-2.049,-6.382,-12.553,-17.499,31.25,True,P32
Agem Kanan,1,Berdiri,akhir,51.89,True,-3.018,-3.333,-13.203,-10.095,37.5,True,P32
Agem Kanan,1,Berdiri,akhir,52.14,True,-11.401,-4.925,-11.44,-8.419,43.75,True,P32
Agem Kanan,1,Berdiri,akhir,52.39,True,-7.523,-3.976,-7.207,-11.582,43.75,True,P32
Agem Kanan,1,Berdiri,akhir,52.64,True,-2.848,-3.249,-5.278,-8.052,43.75,True,P32
Agem Kanan,1,Berdiri,akhir,52.89,True,-0.738,-3.335,-7.312,-5.09,43.75,True,P32
Agem Kanan,1,Berdiri,akhir,53.14,False,-3.494,-4.009,-7.325,-5.923,43.75,True,P32
Agem Kanan,1,Berdiri,akhir,53.39,False,-2.599,-3.654,-5.154,-4.414,31.25,True,P32
Agem Kanan,2,Gerak,pra-onset,53.11,False,-3.452,-3.969,-7.475,-5.892,43.75,True,P32
Agem Kanan,2,Gerak,pra-onset,53.36,False,-3.204,-3.749,-5.636,-4.655,43.75,True,P32
Agem Kanan,2,Gerak,awal,53.61,True,1.176,-1.534,-2.085,-3.251,31.25,True,P32
Agem Kanan,2,Gerak,awal,53.86,True,6.787,-1.404,0.098,-1.956,18.75,True,P32
Agem Kanan,2,Gerak,awal,54.11,True,12.19,4.749,,,0.0,False,P32
Agem Kanan,2,Gerak,tengah,54.36,True,12.135,9.136,,,0.0,False,P32
Agem Kanan,2,Gerak,tengah,54.61,True,14.183,9.552,,,0.0,False,P32
Agem Kanan,2,Gerak,akhir,54.86,False,17.767,14.773,,,0.0,False,P32
Agem Kanan,2,Gerak,akhir,55.11,False,17.037,18.647,,,0.0,False,P32
Agem Kanan,2,Tahan,pra-onset,54.708,False,15.481,10.725,,,0.0,False,P32
Agem Kanan,2,Tahan,pra-onset,54.958,False,16.735,16.751,,,0.0,False,P32
Agem Kanan,2,Tahan,awal,55.208,True,17.36,18.627,,,0.0,False,P32
Agem Kanan,2,Tahan,awal,55.458,True,16.653,15.282,,,0.0,False,P32
Agem Kanan,2,Tahan,awal,55.708,True,19.617,9.838,,,0.0,False,P32
Agem Kanan,2,Tahan,awal,55.958,True,15.703,11.409,,,0.0,False,P32
Agem Kanan,2,Tahan,awal,56.208,True,12.225,11.495,,,0.0,False,P32
Agem Kanan,2,Tahan,tengah,56.458,True,6.904,4.913,,,0.0,False,P32
Agem Kanan,2,Tahan,tengah,56.708,True,7.756,3.99,,,0.0,False,P32
Agem Kanan,2,Tahan,tengah,56.958,True,7.927,12.145,,,12.5,False,P32
Agem Kanan,2,Tahan,tengah,57.208,True,6.605,13.787,,,12.5,False,P32
Agem Kanan,2,Tahan,tengah,57.458,True,1.871,2.563,-2.788,-6.687,18.75,True,P32
Agem Kanan,2,Tahan,akhir,57.708,True,2.089,1.93,-10.699,-11.75,18.75,True,P32
Agem Kanan,2,Tahan,akhir,57.958,True,6.235,14.642,-14.022,-11.351,12.5,True,P32
Agem Kanan,2,Tahan,akhir,58.208,True,9.222,12.88,-10.931,-9.332,12.5,True,P32
Agem Kanan,2,Tahan,akhir,58.458,False,8.635,7.041,,,0.0,False,P32
Agem Kanan,2,Tahan,akhir,58.708,False,5.484,0.495,5.127,0.266,31.25,True,P32
