jenis,fase,area,ukuran,n_penari,n_nonpenari,mean_penari,mean_nonpenari,hedges_g,p,artefak_rawan,p_fdr
EEG,PRA,oksipital,theta_periodic_db,17,11,0.8475861777688731,1.4139828563608543,-0.5245622293512913,0.19270453552950434,False,0.5894491675020133
EEG,POST,temporo-posterior,exponent_change,17,11,0.20646980451274557,0.39338277477008604,-0.48471584036206117,0.19880113771528843,False,0.5946075460978935
EEG,POST,frontopolar,exponent_change,17,11,0.2674515623109888,0.4219048557843903,-0.4948525297515126,0.20010830878294494,True,0.5946075460978935
EEG,PRA,frontopolar,offset_change,17,11,7.5505583719688465,10.750231236566968,-0.48958269870068377,0.2085869496230749,True,0.6091125119245699
EEG,PRA,temporal,offset_change,17,11,7.326660073077082,10.471464038792602,-0.48080985268963883,0.2125965747701317,True,0.6091125119245699
EEG,PRA,oksipital,offset_change,17,11,8.034054481292161,11.21616016511858,-0.4728103707144024,0.21377506428121926,False,0.6091125119245699
EEG,POST,parietal,exponent_change,17,11,0.2379055224389285,0.390090303407742,-0.45682216005489285,0.21694796534795022,False,0.6097996863834276
EEG,POST,parietal,offset_change,17,11,9.913488627575672,12.805025338181775,-0.4597077719952826,0.22644186056096968,False,0.626187114990999
EEG,PRA,frontal,offset_change,17,11,7.116970128314974,10.130395510573464,-0.4628862945905764,0.2316477749216989,False,0.626187114990999
EEG,PRA,frontotemporal,mu_periodic_db,17,11,0.26055325361755405,0.9224942741283241,-0.4920588240169755,0.23180965314570637,True,0.626187114990999
EEG,TURUN,temporal,offset_change,17,11,8.906625931482214,11.917227489836351,-0.43618339439049475,0.24246828114227878,True,0.6411429074039882
EEG,POST,temporal,offset_change,17,11,9.796765951184351,13.11137503300228,-0.4441207338663098,0.24557006795461922,True,0.6411429074039882
EEG,TAHAN,sentral,mu_periodic_db,17,11,0.26959923165623895,0.903783727626299,-0.45100507065458545,0.24982963446383277,False,0.6411429074039882
EEG,TURUN,frontal,exponent_change,17,11,0.03296174309488362,0.1959475232703131,-0.43425718956746767,0.2499868569996052,False,0.6411429074039882
EEG,PRA,sentral,offset_change,17,11,7.581857634521003,10.511220995695968,-0.4437111709614694,0.2548705740265461,False,0.6411429074039882
EEG,TAHAN,temporo-posterior,offset_change,17,11,4.416585634614216,7.351169829218745,-0.42810894009508854,0.2573752907877801,False,0.6411429074039882
EEG,NAIK,sentral,beta_periodic_db,17,11,0.3967874662715585,0.7027960008694222,-0.4562109043621987,0.26044116977256093,False,0.6411429074039882
EEG,TURUN,frontal,offset_change,17,11,7.119630504149709,10.178083398695408,-0.41655530964009596,0.26364409776537473,False,0.6411429074039882
EEG,POST,temporal,theta_periodic_db,17,11,1.1785278817471856,0.6493459948039253,0.41334544064309076,0.2725848486116028,True,0.6411429074039882
EEG,POST,frontopolar,offset_change,17,11,9.800088614076627,12.404268273734973,-0.40676211498408227,0.28021514290559696,True,0.6411429074039882
EEG,PRA,temporo-posterior,offset_change,17,11,7.313280446676363,10.49952245190728,-0.4086070147602139,0.28184596259315636,False,0.6411429074039882
EEG,PRA,frontopolar,exponent_change,17,11,0.2876531435495166,0.4220902206106983,-0.408740010965912,0.28574618182494926,True,0.6411429074039882
EEG,PRA,frontotemporal,offset_change,17,11,8.087515134915895,10.907801447117965,-0.4039970653812371,0.28751587987194055,True,0.6411429074039882
EEG,TAHAN,temporal,theta_periodic_db,17,11,0.33312474343665194,-0.30421060652290416,0.43159803160445787,0.28962228692311726,True,0.6411429074039882
EEG,TURUN,temporal,theta_periodic_db,17,11,0.497420878086556,1.0430351737233758,-0.4287413676959969,0.2898228299250867,True,0.6411429074039882
EEG,POST,oksipital,exponent_change,17,11,0.2532517833501522,0.4174155627098712,-0.39265294846240695,0.29381089005975836,False,0.6411429074039882
EEG,TURUN,frontotemporal,beta_periodic_db,17,11,0.2630781896464702,0.5151563085898219,-0.4101896546683804,0.2950865272782554,True,0.6411429074039882
EEG,PRA,sentral,mu_periodic_db,17,11,0.31818694914586615,0.8272616489963215,-0.4080242227485346,0.2958070606618732,False,0.6411429074039882
EEG,POST,frontotemporal,beta_periodic_db,17,11,0.3383663313953777,0.10315449095067081,0.41693663225775734,0.29753318069502876,True,0.6411429074039882
EEG,PRA,oksipital,exponent_change,17,11,0.2838044843367798,0.4301373988333822,-0.39374483351631884,0.29899452893359063,False,0.6411429074039882
EEG,PRA,frontopolar,theta_periodic_db,17,11,0.5921062042585,1.0843115544927495,-0.39289661006456544,0.32075675085623884,True,0.6730294362879166
EEG,POST,frontal,offset_change,17,11,9.86475331369671,12.32762574280905,-0.3699226774518311,0.32235991069002434,False,0.6730294362879166
EEG,PRA,parietal,exponent_change,17,11,0.21057844024178662,0.32504019763222985,-0.3607240199371962,0.3235718443691907,False,0.6730294362879166
EEG,POST,frontopolar,mu_periodic_db,17,11,1.1761458914297387,0.5301308887254258,0.38282841128120043,0.3366224764198524,True,0.6905821646681096
EEG,TURUN,temporo-posterior,offset_change,17,11,8.26230437979031,10.937338917237655,-0.34301296251299623,0.344776797918287,False,0.6905821646681096
EEG,TURUN,frontal,theta_periodic_db,17,11,-0.026822642947313825,0.32783881774734014,-0.35078323790625976,0.348010181821198,False,0.6905821646681096
EEG,POST,frontotemporal,theta_periodic_db,17,11,0.8936123635767804,1.4293292505772666,-0.369420336228118,0.34927769554145943,True,0.6905821646681096
EEG,TAHAN,sentral,theta_periodic_db,17,11,0.08242893965489845,0.4765773440546665,-0.36480794170482833,0.3513539278312361,False,0.6905821646681096
EEG,PRA,parietal,mu_periodic_db,17,11,0.6636863610961331,1.1749993602392188,-0.3694462981501559,0.35193129545586355,False,0.6905821646681096
EEG,POST,sentral,beta_periodic_db,17,11,0.34105987418435085,0.1437364224908503,0.3423049271379975,0.35755943287016195,False,0.6950688040840532
EEG,TURUN,oksipital,beta_periodic_db,17,11,0.38834320303265923,0.11875625462113898,0.377740542317478,0.3618631569539937,False,0.6969216356150989
EEG,PRA,frontal,mu_periodic_db,17,11,0.5220331125273012,1.023239174776649,-0.3527223402757351,0.3746251824670986,False,0.7148810821390504
EEG,TURUN,temporal,exponent_change,17,11,0.13504129657385722,0.254967720501606,-0.34259367693102155,0.3787369409410295,True,0.7161571246884921
EEG,POST,oksipital,offset_change,17,11,10.106294202401722,12.400433622913924,-0.32887417653240875,0.3900459777646143,False,0.7308969673427007
EEG,NAIK,temporo-posterior,theta_periodic_db,17,11,1.2511346524773543,0.8395757400669001,0.3198463148639993,0.3976042119506167,False,0.7331474677209447
EEG,NAIK,sentral,offset_change,17,11,5.5957261288008855,7.5256825923968815,-0.3154663642042172,0.40204709894017404,False,0.7331474677209447
EEG,PRA,frontopolar,mu_periodic_db,17,11,0.6072642256523492,0.9977139467939865,-0.32172369431599857,0.4066409501793966,True,0.7331474677209447
EEG,POST,frontopolar,theta_periodic_db,17,11,1.2034360717638162,1.6754159996297004,-0.3301371897742984,0.40958904836742355,True,0.7331474677209447
EEG,POST,frontal,exponent_change,17,11,0.2342690144805765,0.32377998507402617,-0.30605495435190944,0.41696568962927144,False,0.7331474677209447
EEG,TURUN,temporo-posterior,beta_periodic_db,17,11,0.36144975815977803,0.1708812999718105,0.32720616150389487,0.4213353546160472,False,0.7331474677209447
EEG,TAHAN,temporo-posterior,theta_periodic_db,17,11,-0.03383642137502114,0.40853622091525355,-0.3133729217066509,0.42273657352440064,False,0.7331474677209447
EEG,NAIK,parietal,exponent_change,17,11,0.1303970201303992,0.24130396669390636,-0.28587759757386966,0.4259515943813007,False,0.7331474677209447
EEG,PRA,temporo-posterior,mu_periodic_db,17,11,0.783839488588571,1.3181744672265396,-0.31671862182577454,0.42697498464090117,False,0.7331474677209447
EEG,POST,parietal,theta_periodic_db,17,11,0.9468048415787012,1.3673095611438875,-0.3086437610619698,0.434629957918497,False,0.7331474677209447
EEG,POST,oksipital,mu_periodic_db,17,11,0.7433744976277957,1.2734201854591913,-0.30309086395395624,0.43741426901336844,False,0.7331474677209447
EEG,PRA,sentral,exponent_change,17,11,0.21439279916796994,0.29847991537542273,-0.2824746816433269,0.43758663629272143,False,0.7331474677209447
EEG,TAHAN,oksipital,theta_periodic_db,17,11,-0.16977934200383976,0.08203934347934608,-0.28380085124038745,0.4406982046937549,False,0.7331474677209447
EEG,TAHAN,temporal,exponent_change,17,11,0.14468498846682665,0.28495659817459446,-0.3209789845763493,0.4414543419601224,True,0.7331474677209447
EEG,TURUN,frontopolar,mu_periodic_db,17,11,0.6173834936480989,0.9049123996095312,-0.28634151089672416,0.4441181775617261,True,0.7331474677209447
EEG,PRA,parietal,theta_periodic_db,17,11,0.7590977489937893,1.1570339500855118,-0.3065046539878339,0.447810078108613,False,0.733421230288122
EEG,POST,temporo-posterior,theta_periodic_db,17,11,1.1633173479947843,0.7501070248184967,0.28616922825264246,0.45314152345188047,False,0.7363549756093057
EEG,NAIK,parietal,offset_change,17,11,6.369616658786249,7.925504242142921,-0.2733363654793412,0.4586327239740438,False,0.7378796116799128
EEG,NAIK,sentral,exponent_change,17,11,0.06483520399865672,0.17419205743920294,-0.27752174460407336,0.4611747572999455,False,0.7378796116799128
EEG,NAIK,oksipital,beta_periodic_db,17,11,0.248620238514674,0.4067989433959687,-0.2737500059917257,0.4803048210491888,False,0.7558216298546034
perilaku,latency_hud,-,cv,17,11,0.2886909219903182,0.32897834543133586,-0.25814138553960947,0.4812976842497653,False,0.7558216298546034
EEG,TAHAN,frontal,beta_periodic_db,17,11,0.35612528784755965,0.504997415813716,-0.25369921132581935,0.4839322594343361,False,0.7558216298546034
EEG,TAHAN,frontopolar,beta_periodic_db,17,11,0.2707240307887236,0.3855921699765216,-0.27418277365356253,0.48692355000248494,True,0.7558216298546034
EEG,PRA,sentral,theta_periodic_db,17,11,0.7991136270162185,1.1969077008835574,-0.2679928576439181,0.49494726305563963,False,0.7625854127079484
EEG,TAHAN,frontopolar,theta_periodic_db,17,11,0.18265322681836102,0.48111422491869293,-0.26635417503754844,0.5020364280868785,True,0.7678204194269906
EEG,NAIK,frontotemporal,exponent_change,17,11,0.08875828408862374,0.19255667526748657,-0.2582829055553684,0.506550846114127,True,0.7690698977499155
EEG,NAIK,temporal,theta_periodic_db,17,11,0.9613989347967717,0.5939361237854004,0.2568189758184609,0.519282132464387,True,0.7816519499512121
EEG,PRA,frontotemporal,exponent_change,17,11,0.19799246503325282,0.2616153203782291,-0.2288731009995513,0.5223539473231658,True,0.7816519499512121
EEG,TURUN,temporo-posterior,exponent_change,17,11,0.102682468940239,0.1958320440575891,-0.23185187684534822,0.5309735801724691,False,0.7888750333990969
EEG,POST,temporo-posterior,mu_periodic_db,17,11,1.120730866195543,0.733803019799905,0.24385252898788448,0.5386639427234762,False,0.7946248233083903
EEG,TURUN,oksipital,theta_periodic_db,17,11,0.41552154228676175,0.6987934218994056,-0.22411619392152232,0.5456592074365555,False,0.7992754587803066
EEG,PRA,temporal,theta_periodic_db,17,11,0.7614667300061301,0.996345334183074,-0.2229973054593251,0.5500346694175018,True,0.7997557521165238
EEG,NAIK,frontotemporal,beta_periodic_db,17,11,0.6551328006772477,0.4364196018027251,0.242282649041911,0.5570220977192376,True,0.7997557521165238
EEG,TURUN,sentral,mu_periodic_db,17,11,0.5809671771603074,0.28464971401845907,0.2271722463524772,0.5603490550481567,False,0.7997557521165238
EEG,TAHAN,frontotemporal,beta_periodic_db,17,11,0.5809513462834535,0.4544865537528842,0.22095700118733652,0.56136701831256,True,0.7997557521165238
EEG,NAIK,frontal,exponent_change,17,11,0.027383199820303544,0.13672497776106562,-0.21725485057431607,0.5716313455787859,False,0.8088389107509352
EEG,PRA,temporo-posterior,exponent_change,17,11,0.19651310307785175,0.26707824137284264,-0.20420912248168113,0.5799905004895657,False,0.815121784471822
EEG,NAIK,frontotemporal,offset_change,17,11,6.509422157703418,8.080972508560007,-0.19652966468816913,0.605270010107183,True,0.8406050244862698
